Route,Carrier_Name,Carrier_Code,month_num,month_name,quarter_label,year,Total_Tickets_Sold,Revenue_AED,Net_Revenue_AED,Total_Commission_AED,Total_Discount_AED,Total_Tax_AED,Avg_Fare_AED,Revenue_Rank
DXB-YYZ,Star Air,XX,12,December,Q4,2024,435,1808071.0,1675483.74,108484.26,24103.0,198887.12,4156.49,32
DXB-MIL,Star Air,XX,12,December,Q4,2024,1356,1744174.0,1606540.56,104650.44,32983.0,158486.3,1286.26,33
CDG-DXB,Star Air,XX,12,December,Q4,2024,611,1712869.077417,1586153.3908817,102772.14464502,23943.541891,156307.64808004,2803.39,34
CCU-DXB,Star Air,XX,12,December,Q4,2024,1717,1670038.489431,1544728.0514615,100202.30936586,25108.128603,136174.55109136,972.65,35
DXB-CDG,Star Air,XX,12,December,Q4,2024,596,1603529.0,1485287.26,96211.74,22030.0,150349.71,2690.48,36
DXB-LHR,Star Air,XX,12,December,Q4,2024,900,1309859.0,1211150.46,78591.54,20117.0,100481.5,1455.4,37
ZRH-DXB,Star Air,XX,12,December,Q4,2024,421,1220385.626777,1133402.8669459,73223.13760662,13759.622226,91695.66109308,2898.78,38
DXB-AKL,Star Air,XX,12,December,Q4,2024,515,1215328.0,1123036.32,72919.68,19372.0,192546.75,2359.86,39
LHR-DXB,Star Air,XX,12,December,Q4,2024,788,1196969.401692,1108191.7844311,71818.16410152,16959.453159,90304.80944327,1519.0,40
DXB-ZRH,Star Air,XX,12,December,Q4,2024,409,1175192.0,1085451.48,70511.52,19229.0,89411.63,2873.33,41
PEW-DXB,Star Air,XX,12,December,Q4,2024,867,1159353.262364,1067557.2475174,69561.19574184,22234.819105,82473.7498415,1337.2,42
FRA-DXB,Star Air,XX,12,December,Q4,2024,383,1090896.213133,1012957.1810502,65453.77278798,12485.259294,109091.53190556,2848.29,43
DXB-CHC,Star Air,XX,12,December,Q4,2024,914,945687.0,875637.78,56741.22,13308.0,145956.59,1034.67,44
AKL-DXB,Star Air,XX,12,December,Q4,2024,429,942063.806472,867733.8797282,56523.82838832,17806.098356,145355.77453722,2195.95,45
DUB-DXB,Star Air,XX,12,December,Q4,2024,226,859426.343071,798555.2796726,51565.58058426,9305.482814,250898.67407275,3802.77,46
DXB-MAA,Star Air,XX,12,December,Q4,2024,982,848036.0,786593.84,50882.16,10560.0,93283.71,863.58,47
CHC-DXB,Star Air,XX,12,December,Q4,2024,784,822501.796792,761646.5285209,49350.10780752,11505.160464,127818.71245538,1049.11,48
DXB-PEW,Star Air,XX,12,December,Q4,2024,601,783421.0,724804.74,47005.26,11611.0,53715.91,1303.53,49
MAA-DXB,Star Air,XX,12,December,Q4,2024,919,772322.198142,715034.305624,46339.33188852,10948.56063,84954.82344933,840.39,50
HAN-DXB,Star Air,XX,12,December,Q4,2024,455,742688.895099,688229.8333441,44561.33370594,9897.728049,118830.22310644,1632.28,51
MEL-SIN,Star Air,XX,12,December,Q4,2024,188,738561.59493,686707.7883603,44313.6956958,7540.110874,132941.11681751,3928.52,52
DXB-KHI,Star Air,XX,12,December,Q4,2024,637,672919.0,624062.86,40375.14,8481.0,71968.98,1056.39,53
SIN-MEL,Star Air,XX,12,December,Q4,2024,163,627339.441541,581252.7986951,37640.36649246,8446.276353,258425.97701096,3848.71,54
DXB-DUB,Star Air,XX,12,December,Q4,2024,150,587735.0,545051.9,35264.1,7419.0,105793.05,3918.23,55
KHI-DXB,Star Air,XX,12,December,Q4,2024,604,570891.081661,529615.2798264,34253.46489966,7022.336935,60632.18308459,945.18,56
GVA-DXB,Star Air,XX,12,December,Q4,2024,223,504840.27766,467731.0653836,30290.4166596,6818.795616,66273.10063345,2263.86,57
DXB-HAN,Star Air,XX,12,December,Q4,2024,305,497415.0,460133.1,29844.9,7437.0,79587.28,1630.87,58
DXB-FRA,Star Air,XX,12,December,Q4,2024,193,485857.0,448892.58,29151.42,7813.0,48586.4,2517.39,59
BOM-DXB,Star Air,XX,12,December,Q4,2024,471,399680.279726,368706.77899,23980.81678356,6992.683952,39567.29804432,848.58,60
DXB-DEL,Star Air,XX,12,December,Q4,2024,424,375828.0,347282.32,22549.68,5996.0,41340.7,886.39,61
DEL-DXB,Star Air,XX,12,December,Q4,2024,409,368541.438368,341460.6235321,22112.48630208,4968.328534,40539.55906093,901.08,62
DXB-BOM,Star Air,XX,12,December,Q4,2024,341,315165.0,291569.1,18909.9,4686.0,31430.22,924.24,63
SVO-DXB,Star Air,XX,12,December,Q4,2024,223,299304.183915,276500.6275332,17958.2510349,4845.305347,26937.36193628,1342.17,64
KUL-SYD,Star Air,XX,12,December,Q4,2024,294,298742.487849,275860.4503911,17924.54927094,4957.488187,46321.93162007,1016.13,65
KUL-DXB,Star Air,XX,12,December,Q4,2024,267,290837.730997,269118.4126763,17450.26385982,4269.054461,40133.85567139,1089.28,66
DXB-HYD,Star Air,XX,12,December,Q4,2024,288,267512.0,248198.28,16050.72,3263.0,13375.5,928.86,67
DXB-SVO,Star Air,XX,12,December,Q4,2024,179,245349.0,228009.06,14720.94,2619.0,22081.6,1370.66,68
DXB-JNB,Star Air,XX,12,December,Q4,2024,245,232552.0,215815.88,13953.12,2783.0,13953.16,949.19,69
DXB-GVA,Star Air,XX,12,December,Q4,2024,98,211932.0,196646.08,12715.92,2570.0,23312.11,2162.57,70
MIL-JFK,Star Air,XX,12,December,Q4,2024,201,205961.911751,190121.9695956,12357.71470506,3482.22745,28526.65443651,1024.69,71
DXB-KUL,Star Air,XX,12,December,Q4,2024,209,200245.0,185981.3,12014.7,2249.0,12014.94,958.11,72
DXB-MUC,Star Air,XX,12,December,Q4,2024,234,196578.0,181719.32,11794.68,3064.0,19657.5,840.08,73
MUC-DXB,Star Air,XX,12,December,Q4,2024,196,190682.841772,177138.7381891,11440.97050632,2103.133077,25361.12806667,972.87,74
DXB-LGW,Star Air,XX,12,December,Q4,2024,198,187544.0,172946.36,11252.64,3345.0,11252.74,947.19,75
LGW-DXB,Star Air,XX,12,December,Q4,2024,213,183541.63379,169368.7900799,11012.4980274,3160.345684,24944.48274415,861.7,76
SYD-KUL,Star Air,XX,12,December,Q4,2024,181,181561.848139,167722.8315213,10893.71088834,2945.30573,41066.25694677,1003.1,77
JFK-MIL,Star Air,XX,12,December,Q4,2024,208,168619.407452,155714.0290081,10117.16444712,2788.213997,23641.82434586,810.67,78
ADD-DXB,Star Air,XX,12,December,Q4,2024,219,161823.55704,149651.7880176,9709.4134224,2462.3556,21356.7516864,738.92,79
DXB-BHX,Star Air,XX,12,December,Q4,2024,186,160232.0,147672.08,9613.92,2946.0,16023.61,861.46,80
DXB-CMB,Star Air,XX,12,December,Q4,2024,140,154913.0,143406.22,9294.78,2212.0,9294.61,1106.52,81
JNB-DXB,Star Air,XX,12,December,Q4,2024,138,126735.84541,116827.4715363,7604.1507246,2304.223149,17106.47713666,918.38,82
HYD-DXB,Star Air,XX,12,December,Q4,2024,137,119526.682781,110359.7729135,7171.60096686,1995.3089,5976.33878553,872.46,83
CMB-DXB,Star Air,XX,12,December,Q4,2024,102,103775.324354,94895.1703008,6226.51946124,2653.634592,1787.15001291,1017.41,84
BHX-DXB,Star Air,XX,12,December,Q4,2024,106,98397.844088,91143.6800232,5903.87064528,1350.29342,12719.51058002,928.28,85
DXB-ADD,Star Air,XX,12,December,Q4,2024,96,82572.0,76445.68,4954.32,1172.0,4954.42,860.13,86
DUB-HAN,Star Air,XX,12,December,Q4,2024,1,2276.449888,2139.8628947,136.58699328,0.0,136.50436352,2276.45,87
FRA-SVO,Star Air,XX,12,December,Q4,2024,1,1926.80831,1811.1998114,115.6084986,0.0,192.71898562,1926.81,88
DXB-MEL,Star Air,XX,1,January,Q1,2025,2844,11522443.0,10658539.42,691346.58,172557.0,2142454.7,4051.49,1
MEL-DXB,Star Air,XX,1,January,Q1,2025,2228,9025947.822476,8345080.4688057,541556.86934856,139310.484322,1674793.1858146,4051.14,2
BNE-DXB,Star Air,XX,1,January,Q1,2025,4623,8769456.681398,8110181.4636742,526167.40088388,133107.816839,1609182.15522232,1896.92,3
DXB-SYD,Star Air,XX,1,January,Q1,2025,3446,8764466.0,8098314.04,525867.96,140284.0,1625020.48,2543.37,4
DXB-BNE,Star Air,XX,1,January,Q1,2025,4577,8396596.0,7762616.24,503795.76,130184.0,1534306.65,1834.52,5
SYD-DXB,Star Air,XX,1,January,Q1,2025,3246,8153258.021057,7549632.0768715,489195.48126342,114430.46292,1493603.60354375,2511.79,6
DXB-YUL,Star Air,XX,1,January,Q1,2025,5647,5332153.0,4928081.82,319929.18,84142.0,530322.83,944.25,7
YUL-DXB,Star Air,XX,1,January,Q1,2025,5384,5112656.583497,4729024.7713772,306759.39500982,76872.417113,505178.19498703,949.6,8
ORD-DXB,Star Air,XX,1,January,Q1,2025,1375,5095717.453395,4703310.8320987,305743.0472037,86663.574088,557650.34056988,3705.98,9
DXB-ORD,Star Air,XX,1,January,Q1,2025,1316,4689160.0,4346854.4,281349.6,60956.0,514786.93,3563.19,10
DXB-BKK,Star Air,XX,1,January,Q1,2025,2178,4519299.0,4178731.06,271157.94,69410.0,914887.01,2074.98,11
BKK-DXB,Star Air,XX,1,January,Q1,2025,2104,4368167.452139,4039183.8766142,262090.04712834,66893.528397,870708.60133189,2076.13,12
DXB-IAH,Star Air,XX,1,January,Q1,2025,895,3160891.0,2911951.54,189653.46,59286.0,320544.02,3531.72,13
IAH-DXB,Star Air,XX,1,January,Q1,2025,858,3138435.426339,2896087.0383468,188306.12558034,54042.262408,313156.73239379,3657.85,14
JFK-DXB,Star Air,XX,1,January,Q1,2025,621,2857880.906078,2648860.369156,171472.85436468,37547.68256,285461.82592568,4602.06,15
DXB-SIN,Star Air,XX,1,January,Q1,2025,2051,2806998.0,2597269.12,168419.88,41309.0,327795.74,1368.6,16
SIN-DXB,Star Air,XX,1,January,Q1,2025,2053,2785964.56733,2576643.9147094,167157.8740398,42162.778582,327571.25393185,1357.02,17
DXB-JFK,Star Air,XX,1,January,Q1,2025,633,2676753.0,2480572.82,160605.18,35575.0,258471.84,4228.68,18
DXB-CPT,Star Air,XX,1,January,Q1,2025,1137,2598638.0,2401561.72,155918.28,41158.0,255461.41,2285.52,19
DFW-DXB,Star Air,XX,1,January,Q1,2025,566,2457017.237533,2275800.2263236,147421.03425198,33795.976958,244283.13634459,4341.02,20
CPT-DXB,Star Air,XX,1,January,Q1,2025,1036,2413338.750075,2234162.8474318,144800.3250045,34375.577638,232182.12072989,2329.48,21
DXB-DFW,Star Air,XX,1,January,Q1,2025,526,2327533.0,2148826.02,139651.98,39055.0,235671.97,4424.97,22
MRU-DXB,Star Air,XX,1,January,Q1,2025,1119,2311227.745112,2138678.3804911,138673.66470672,33875.699915,182597.74449304,2065.44,23
DXB-COK,Star Air,XX,1,January,Q1,2025,2455,2222851.0,2057438.94,133371.06,32041.0,216789.6,905.44,24
DXB-MRU,Star Air,XX,1,January,Q1,2025,1095,2207140.0,2041097.6,132428.4,33614.0,171300.75,2015.65,25
LHE-DXB,Star Air,XX,1,January,Q1,2025,2315,2189816.068101,2026379.1150498,131388.96408606,32047.988964,206783.4694015,945.92,26
MIL-DXB,Star Air,XX,1,January,Q1,2025,1634,2127359.791817,1967545.0570067,127641.58750902,32173.147302,189954.15132546,1301.93,27
COK-DXB,Star Air,XX,1,January,Q1,2025,2363,2091525.648739,1935012.8632233,125491.53892434,31021.24659,199484.03854258,885.11,28
DXB-CCU,Star Air,XX,1,January,Q1,2025,1988,2081625.0,1928440.5,124897.5,28287.0,168286.19,1047.1,29
DXB-LHE,Star Air,XX,1,January,Q1,2025,2050,1964282.0,1816156.08,117856.92,30269.0,184035.91,958.19,30
CDG-DXB,Star Air,XX,1,January,Q1,2025,660,1931121.973521,1778599.5205221,115867.31841126,36655.134591,178679.05913929,2925.94,31
CCU-DXB,Star Air,XX,1,January,Q1,2025,1773,1879731.007795,1736924.5389903,112783.8604677,30022.608337,151047.4634148,1060.2,32
DXB-CDG,Star Air,XX,1,January,Q1,2025,638,1801740.0,1668429.6,108104.4,25206.0,166351.6,2824.04,33
DXB-MIL,Star Air,XX,1,January,Q1,2025,1364,1800472.0,1665210.68,108028.32,27233.0,163086.13,1319.99,34
DXB-YYZ,Star Air,XX,1,January,Q1,2025,450,1791370.0,1660726.8,107482.2,23161.0,197049.71,3980.82,35
YYZ-DXB,Star Air,XX,1,January,Q1,2025,424,1698465.178637,1565838.8511359,101907.91071822,30718.416783,186831.24089211,4005.81,36
ZRH-DXB,Star Air,XX,1,January,Q1,2025,469,1521444.53505,1402544.0606536,91286.672103,27613.802294,114081.82469128,3244.02,37
DXB-LHR,Star Air,XX,1,January,Q1,2025,912,1437254.0,1325726.76,86235.24,25292.0,104056.22,1575.94,38
LHR-DXB,Star Air,XX,1,January,Q1,2025,853,1365526.842654,1266410.1220395,81931.61055924,17185.110054,102933.15331178,1600.85,39
DXB-ZRH,Star Air,XX,1,January,Q1,2025,423,1228393.0,1136864.42,73703.58,17825.0,91263.98,2904.0,40
DXB-AKL,Star Air,XX,1,January,Q1,2025,536,1211056.0,1124595.64,72663.36,13797.0,190154.7,2259.43,41
PEW-DXB,Star Air,XX,1,January,Q1,2025,854,1118780.27096,1036140.1272862,67126.8162576,15513.327417,80193.68986625,1310.05,42
DXB-CHC,Star Air,XX,1,January,Q1,2025,1027,1094425.0,1015194.5,65665.5,13565.0,168886.06,1065.65,43
DUB-DXB,Star Air,XX,1,January,Q1,2025,255,998932.103451,925697.4968986,59935.92620706,13298.680346,291623.32343576,3917.38,44
AKL-DXB,Star Air,XX,1,January,Q1,2025,427,963425.900508,889094.6836563,57805.55403048,16525.662821,148763.75627043,2256.27,45
MAA-DXB,Star Air,XX,1,January,Q1,2025,991,914961.904883,846327.1527834,54897.71429298,13737.037807,100645.1737528,923.27,46
DXB-PEW,Star Air,XX,1,January,Q1,2025,666,902667.0,832547.98,54160.02,15959.0,62526.88,1355.36,47
FRA-DXB,Star Air,XX,1,January,Q1,2025,344,843310.56684,781558.2468453,50598.6340104,11153.685983,84327.79818272,2451.48,48
DXB-MAA,Star Air,XX,1,January,Q1,2025,921,817173.0,755740.62,49030.38,12402.0,89888.37,887.27,49
CHC-DXB,Star Air,XX,1,January,Q1,2025,777,805307.61493,745656.3194413,48318.4568958,11332.838593,124718.9995553,1036.43,50
HAN-DXB,Star Air,XX,1,January,Q1,2025,475,794810.384185,735687.301093,47688.6230511,11434.460041,127169.66170235,1673.29,51
MEL-SIN,Star Air,XX,1,January,Q1,2025,185,785461.259227,731417.4015403,47127.67555362,6916.182133,141382.45337523,4245.74,52
SIN-MEL,Star Air,XX,1,January,Q1,2025,174,755697.989835,698622.1751648,45341.8793901,11733.93528,313750.87998447,4343.09,53
KHI-DXB,Star Air,XX,1,January,Q1,2025,689,694679.546805,644427.0830477,41680.7728083,8571.69095,73417.68443617,1008.24,54
DXB-DUB,Star Air,XX,1,January,Q1,2025,156,645157.0,595245.58,38709.42,11202.0,116127.4,4135.62,55
DXB-KHI,Star Air,XX,1,January,Q1,2025,600,624888.0,577417.72,37493.28,9977.0,66441.62,1041.48,56
DXB-FRA,Star Air,XX,1,January,Q1,2025,208,574193.0,534032.42,34451.58,5709.0,57419.67,2760.54,57
GVA-DXB,Star Air,XX,1,January,Q1,2025,225,554615.269862,510235.0587167,33276.91619172,11103.294953,78139.19951935,2464.96,58
DXB-HAN,Star Air,XX,1,January,Q1,2025,311,491261.0,454185.34,29475.66,7600.0,78601.37,1579.62,59
BOM-DXB,Star Air,XX,1,January,Q1,2025,529,484705.354741,448279.5432905,29082.32128446,7343.490167,47604.12595232,916.27,60
DXB-DEL,Star Air,XX,1,January,Q1,2025,455,448799.0,414688.06,26927.94,7183.0,49368.25,986.37,61
DEL-DXB,Star Air,XX,1,January,Q1,2025,413,365528.167867,338637.3925669,21931.69007202,4959.085229,40208.10546354,885.06,62
DXB-BOM,Star Air,XX,1,January,Q1,2025,366,333736.0,309825.84,20024.16,3886.0,33284.26,911.85,63
SVO-DXB,Star Air,XX,1,January,Q1,2025,226,323192.100661,298970.0567871,19391.52603966,4830.517834,29087.30337795,1430.05,64
KUL-SYD,Star Air,XX,1,January,Q1,2025,289,303174.380673,279772.4810993,18190.46284038,5211.436733,47007.54158002,1049.05,65
KUL-DXB,Star Air,XX,1,January,Q1,2025,268,300213.292336,278176.4241347,18012.79754016,4024.070661,39985.80428331,1120.2,66
DXB-SVO,Star Air,XX,1,January,Q1,2025,193,270072.0,249246.68,16204.32,4621.0,24305.7,1399.34,67
DXB-HYD,Star Air,XX,1,January,Q1,2025,289,268611.0,248866.34,16116.66,3628.0,13431.08,929.45,68
DXB-JNB,Star Air,XX,1,January,Q1,2025,229,257754.0,239748.76,15465.24,2540.0,15465.28,1125.56,69
DXB-GVA,Star Air,XX,1,January,Q1,2025,112,241295.0,223655.3,14477.7,3162.0,26542.09,2154.42,70
MIL-JFK,Star Air,XX,1,January,Q1,2025,248,225071.081432,208502.9186403,13504.26488592,3063.897906,30866.3036661,907.54,71
DXB-KUL,Star Air,XX,1,January,Q1,2025,205,224483.0,207599.02,13468.98,3415.0,13468.69,1095.04,72
JFK-MIL,Star Air,XX,1,January,Q1,2025,246,211483.407284,196728.7875745,12689.00443704,2065.615272,29317.92373585,859.69,73
DXB-MUC,Star Air,XX,1,January,Q1,2025,215,189406.0,174420.64,11364.36,3621.0,18940.08,880.96,74
DXB-BHX,Star Air,XX,1,January,Q1,2025,198,184615.0,171344.1,11076.9,2194.0,18461.45,932.4,75
DXB-LGW,Star Air,XX,1,January,Q1,2025,173,168462.0,155776.28,10107.72,2578.0,10107.72,973.77,76
MUC-DXB,Star Air,XX,1,January,Q1,2025,191,168413.085845,155355.0893701,10104.7851507,2953.211325,22461.08010932,881.74,77
LGW-DXB,Star Air,XX,1,January,Q1,2025,200,167516.606913,155146.431574,10050.99641478,2319.178924,23445.0372217,837.58,78
ADD-DXB,Star Air,XX,1,January,Q1,2025,198,155875.9716,144427.880904,9352.558296,2095.5324,20571.8373048,787.25,79
SYD-KUL,Star Air,XX,1,January,Q1,2025,153,152457.133104,141015.9300918,9147.42798624,2293.775026,34481.82249072,996.45,80
JNB-DXB,Star Air,XX,1,January,Q1,2025,142,147694.109976,137400.6369696,8861.64659856,1431.826408,20578.70167803,1040.1,81
DXB-CMB,Star Air,XX,1,January,Q1,2025,146,145632.0,134749.08,8737.92,2145.0,8738.12,997.48,82
HYD-DXB,Star Air,XX,1,January,Q1,2025,151,128506.194604,118219.6266559,7710.37167624,2576.196272,6425.30981589,851.03,83
CMB-DXB,Star Air,XX,1,January,Q1,2025,96,105067.486509,97890.5668466,6304.04919054,872.870472,1809.40239595,1094.45,84
BHX-DXB,Star Air,XX,1,January,Q1,2025,107,98121.227995,90425.2735263,5887.2736797,1808.680789,12454.05157002,917.02,85
DXB-ADD,Star Air,XX,1,January,Q1,2025,95,86888.0,80343.72,5213.28,1331.0,5213.45,914.61,86
HAN-ADD,Star Air,XX,1,January,Q1,2025,1,3548.502316,3335.592177,212.91013896,0.0,212.91014044,3548.5,87
MUC-SVO,Star Air,XX,1,January,Q1,2025,1,2316.386176,2177.4030054,138.98317056,0.0,278.01037888,2316.39,88
HAN-MUC,Star Air,XX,1,January,Q1,2025,1,2312.652949,2173.8937721,138.75917694,0.0,277.51835666,2312.65,89
BKK-SVO,Star Air,XX,1,January,Q1,2025,1,1687.78127,1586.5143938,101.2668762,0.0,286.9289941,1687.78,90
MEL-HAN,Star Air,XX,1,January,Q1,2025,1,1405.504195,1321.1739433,84.3302517,0.0,252.91916745,1405.5,91
DFW-YUL,Star Air,XX,1,January,Q1,2025,1,1256.557409,1181.1639645,75.39344454,0.0,125.73031404,1256.56,92
SYD-BKK,Star Air,XX,1,January,Q1,2025,1,827.69778,778.0359132,49.6618668,0.0,165.3596217,827.7,93
DXB-MEL,Star Air,XX,2,February,Q1,2025,2347,9751630.0,9025539.2,585097.8,140993.0,1808780.88,4154.93,1
MEL-DXB,Star Air,XX,2,February,Q1,2025,1849,7841279.962687,7255418.3811936,470476.79776122,115384.783732,1462854.75820846,4240.82,2
DXB-SYD,Star Air,XX,2,February,Q1,2025,3056,7805781.0,7218791.14,468346.86,118643.0,1441030.42,2554.25,3
BNE-DXB,Star Air,XX,2,February,Q1,2025,3961,7635871.864666,7061701.7679712,458152.31187996,116017.784804,1403158.88124779,1927.76,4
SYD-DXB,Star Air,XX,2,February,Q1,2025,2825,7356695.46017,6805807.936757,441401.7276102,109485.795799,1353351.33619313,2604.14,5
DXB-BNE,Star Air,XX,2,February,Q1,2025,3853,7337655.0,6789498.7,440259.3,107897.0,1337718.2,1904.4,6
DXB-YUL,Star Air,XX,2,February,Q1,2025,4771,4678903.0,4330652.82,280734.18,67516.0,463760.19,980.7,7
YUL-DXB,Star Air,XX,2,February,Q1,2025,4748,4574597.67777,4233338.5443998,274475.8606662,66783.272695,447877.14171426,963.48,8
DXB-BKK,Star Air,XX,2,February,Q1,2025,1892,4156909.0,3845865.46,249414.54,61629.0,844994.78,2197.1,9
BKK-DXB,Star Air,XX,2,February,Q1,2025,1866,3957175.878817,3658787.9975653,237430.55272902,60957.328523,788597.53205987,2120.67,10
DXB-ORD,Star Air,XX,2,February,Q1,2025,1076,3946351.0,3648457.94,236781.06,61112.0,434051.93,3667.61,11
ORD-DXB,Star Air,XX,2,February,Q1,2025,1093,3902802.25669,3609416.0963906,234168.1354014,59218.024898,427035.89278817,3570.72,12
DXB-IAH,Star Air,XX,2,February,Q1,2025,746,2783630.0,2578614.2,167017.8,37998.0,285460.54,3731.41,13
SIN-DXB,Star Air,XX,2,February,Q1,2025,1856,2578128.486246,2386309.6843928,154687.70917476,37131.092678,302849.73983152,1389.08,14
IAH-DXB,Star Air,XX,2,February,Q1,2025,679,2472386.932915,2290871.1878362,148343.2159749,33172.529103,250384.65439261,3641.22,15
DXB-JFK,Star Air,XX,2,February,Q1,2025,567,2471651.0,2293169.94,148299.06,30182.0,241247.33,4359.17,16
JFK-DXB,Star Air,XX,2,February,Q1,2025,575,2452582.509159,2265898.1817241,147154.95054954,39529.376886,248760.28961289,4265.36,17
DXB-SIN,Star Air,XX,2,February,Q1,2025,1688,2367653.0,2186797.82,142059.18,38796.0,276651.26,1402.64,18
DXB-CPT,Star Air,XX,2,February,Q1,2025,925,2165534.0,2001803.96,129932.04,33798.0,211482.06,2341.12,19
CPT-DXB,Star Air,XX,2,February,Q1,2025,877,2031041.564606,1879285.6925932,121862.49387636,29893.378136,197387.5714985,2315.9,20
DFW-DXB,Star Air,XX,2,February,Q1,2025,456,2003727.369641,1854389.1201825,120223.64217846,29114.607279,196560.72609341,4394.14,21
MRU-DXB,Star Air,XX,2,February,Q1,2025,934,1979866.844742,1832065.322508,118792.01068452,29009.511549,158992.88933243,2119.77,22
DXB-MRU,Star Air,XX,2,February,Q1,2025,924,1955619.0,1804967.86,117337.14,33314.0,152891.75,2116.47,23
DXB-COK,Star Air,XX,2,February,Q1,2025,2097,1940932.0,1797201.08,116455.92,27275.0,189962.27,925.58,24
DXB-CCU,Star Air,XX,2,February,Q1,2025,1680,1903251.0,1759953.94,114195.06,29102.0,155928.18,1132.89,25
LHE-DXB,Star Air,XX,2,February,Q1,2025,1943,1898631.7981,1757884.456535,113917.907886,26829.43368,180965.84374838,977.17,26
DXB-CDG,Star Air,XX,2,February,Q1,2025,600,1865916.0,1721178.04,111954.96,32783.0,173113.09,3109.86,27
MIL-DXB,Star Air,XX,2,February,Q1,2025,1339,1842755.352175,1701210.4412966,110565.3211305,30979.589751,167698.8885285,1376.22,28
COK-DXB,Star Air,XX,2,February,Q1,2025,1993,1832345.474167,1694592.8690549,109940.72845002,27811.876662,177918.71563003,919.39,29
CDG-DXB,Star Air,XX,2,February,Q1,2025,598,1803649.709494,1673016.5776456,108218.98256964,22414.149278,167350.55369892,3016.14,30
DXB-LHE,Star Air,XX,2,February,Q1,2025,1805,1780986.0,1646155.84,106859.16,27971.0,167198.0,986.7,31
DXB-MIL,Star Air,XX,2,February,Q1,2025,1199,1743126.0,1614369.44,104587.56,24169.0,157394.8,1453.82,32
DXB-YYZ,Star Air,XX,2,February,Q1,2025,391,1730432.0,1598530.08,103825.92,28076.0,190348.3,4425.66,33
CCU-DXB,Star Air,XX,2,February,Q1,2025,1526,1675283.406208,1551299.0811371,100517.00437248,23467.320699,135316.89362036,1097.83,34
YYZ-DXB,Star Air,XX,2,February,Q1,2025,374,1619236.212402,1497487.9967708,97154.17274412,24594.042888,178119.84704829,4329.51,35
DXB-DFW,Star Air,XX,2,February,Q1,2025,370,1553552.0,1436946.88,93213.12,23392.0,157853.52,4198.79,36
DXB-AKL,Star Air,XX,2,February,Q1,2025,513,1256192.0,1165195.48,75371.52,15625.0,198181.44,2448.72,37
ZRH-DXB,Star Air,XX,2,February,Q1,2025,371,1201488.39867,1110934.4671151,72089.3039202,18464.627635,90950.25766119,3238.51,38
DXB-ZRH,Star Air,XX,2,February,Q1,2025,356,1194613.0,1109079.22,71676.78,13857.0,88695.88,3355.65,39
DXB-LHR,Star Air,XX,2,February,Q1,2025,710,1179171.0,1092307.74,70750.26,16113.0,89511.27,1660.8,40
LHR-DXB,Star Air,XX,2,February,Q1,2025,704,1167674.218669,1081907.83204,70060.45312014,15705.933509,89665.70819523,1658.63,41
PEW-DXB,Star Air,XX,2,February,Q1,2025,708,1005974.19972,927974.9573018,60358.4519832,17640.790436,71953.47205084,1420.87,42
AKL-DXB,Star Air,XX,2,February,Q1,2025,392,1003824.989933,926283.4193362,60229.49939598,17312.071201,156665.99360667,2560.78,43
FRA-DXB,Star Air,XX,2,February,Q1,2025,338,964406.014515,890639.5743437,57864.3608709,15902.0793,96444.43337367,2853.27,44
DXB-CHC,Star Air,XX,2,February,Q1,2025,882,939282.0,871180.08,56356.92,11745.0,145256.82,1064.95,45
DUB-DXB,Star Air,XX,2,February,Q1,2025,193,842080.956053,773058.1595247,50524.85736318,18497.939165,245832.97786472,4363.11,46
DXB-PEW,Star Air,XX,2,February,Q1,2025,590,796007.0,735935.58,47760.42,12311.0,55519.04,1349.16,47
MAA-DXB,Star Air,XX,2,February,Q1,2025,860,794647.817341,735185.1945857,47678.86904046,11783.753715,87410.72076671,924.01,48
DXB-MAA,Star Air,XX,2,February,Q1,2025,854,792017.0,731517.98,47521.02,12978.0,87123.49,927.42,49
HAN-DXB,Star Air,XX,2,February,Q1,2025,422,759180.72455,698477.3745119,45550.843473,15152.506565,121468.91590824,1799.01,50
SIN-MEL,Star Air,XX,2,February,Q1,2025,150,710343.50734,659407.0554378,42620.6104404,8315.841462,292986.24178217,4735.62,51
CHC-DXB,Star Air,XX,2,February,Q1,2025,625,666254.919916,616100.5127008,39975.29519496,10179.11202,102329.19308381,1066.01,52
MEL-SIN,Star Air,XX,2,February,Q1,2025,154,597956.290644,551883.3313852,35877.37743864,10195.58182,107631.88513707,3882.83,53
DXB-FRA,Star Air,XX,2,February,Q1,2025,198,548535.0,507399.9,32912.1,8223.0,54853.75,2770.38,54
KHI-DXB,Star Air,XX,2,February,Q1,2025,539,545314.355782,504964.4556334,32718.86134692,7631.038802,58104.12777682,1011.71,55
DXB-KHI,Star Air,XX,2,February,Q1,2025,515,507506.0,470692.64,30450.36,6363.0,54111.61,985.45,56
DXB-DUB,Star Air,XX,2,February,Q1,2025,124,461284.0,425295.96,27677.04,8311.0,83030.81,3720.03,57
DEL-DXB,Star Air,XX,2,February,Q1,2025,390,395710.56857,366749.9744764,23742.6341142,5217.959979,43528.17253672,1014.64,58
DXB-HAN,Star Air,XX,2,February,Q1,2025,240,385398.0,356660.12,23123.88,5614.0,61663.4,1605.83,59
