Sale_Date,month_name,quarter_label,year,Carrier_Number,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Agent_Code,Agent_Name,Agent_Location_Type,Booking_Class_Code,Booking_Class_Description,Class_of_Travel,Original_Currency,Total_Tickets_Sold,Gross_Fare_AED,Net_Fare_AED,Total_Tax_AED,Commission_Amount_AED,Discount_Amount_AED,Avg_Ticket_Value_AED
2025-09-05,September,Q3,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145232,Euroasia Travels Ltd,BSP,B,Economy,Y,GBP,2,2701.472535,2539.3841829,243.32935675,162.0883521,0.0,1350.74
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,G,Economy,Y,AUD,46,102866.7729,92877.005411,18830.22012805,6172.006374,3817.761115,2236.23
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,M,Economy,Y,CAD,22,17572.728321,15697.639205,1712.37582798,1054.36369926,820.725417,798.76
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877332,Club Voyages Air-Port,BSP,O,Economy,Y,CAD,24,18805.094835,17369.9759053,1929.47176305,1128.3056901,306.81324,783.55
2025-09-05,September,Q3,2025,888,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,6620336,Crystal Travel AG,GSA,V,Economy,Y,CHF,1,2302.317068,1932.3192579,207.16785914,138.13902408,231.858786,2302.32
2025-09-05,September,Q3,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758320,Evolution Srl,GSA,V,Economy,Y,EUR,7,8058.577896,7575.0632223,752.88010158,483.51467376,0.0,1151.23
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877335,Voyages CAA-Québec,BSP,V,Economy,Y,CAD,16,12579.34284,11586.8020088,1216.66790322,754.7605704,237.780261,786.21
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877333,Voyages Malavoy,BSP,Y,Economy,Y,CAD,13,10288.470648,9458.9499183,997.04075892,617.30823888,212.212491,791.42
2025-09-05,September,Q3,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975326,Makkah Group of Travels,BSP,Q,Economy,Y,PKR,5,5596.228692,5260.4549705,458.95100355,335.77372152,0.0,1119.25
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,V,Economy,Y,AUD,39,86710.37961,81065.0824184,15766.3995761,5202.6227766,442.674415,2223.34
2025-09-05,September,Q3,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145233,Business Travel Direct,GSA,N,Economy,Y,GBP,2,3006.556865,2826.1634531,270.639325,180.3934119,0.0,1503.28
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752275,Artun Travel,BSP,L,Economy,Y,USD,4,11552.114964,10858.9880661,1302.88728176,693.12689784,0.0,2888.03
2025-09-05,September,Q3,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766299,River Oaks Travel Agency,BSP,K,Economy,Y,USD,5,14278.656772,11955.1720735,1515.62178068,856.71940632,1466.765292,2855.73
2025-09-05,September,Q3,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766298,Amazing Outlooks Travel Agency,BSP,M,Economy,Y,USD,7,20102.892676,18347.1282273,2044.08553844,1206.17356056,549.590888,2871.84
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,K,Economy,Y,SGD,18,19837.330674,18218.5567553,2336.5956215,1190.23984044,428.534078,1102.07
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877333,Voyages Malavoy,BSP,V,Economy,Y,CAD,23,18526.406142,16573.6421409,1832.46764367,1111.58436852,841.179633,805.5
2025-09-05,September,Q3,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910216,Buddha Travel & Tours,GSA,V,Economy,Y,AUD,15,52847.00972,48534.0402318,9838.622302,3170.8205832,1142.148905,3523.13
2025-09-05,September,Q3,2025,888,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,9762245,Buffalo Tours,BSP,N,Economy,Y,VND,8,11377.561989,10558.2650287,1820.40991824,682.65371934,136.643241,1422.2
2025-09-05,September,Q3,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974325,Expolanka Pakistan Pvt Ltd,GSA,Q,Economy,Y,PKR,5,4306.435128,3967.2514213,473.7081339,258.38610768,80.797599,861.29
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,O,Economy,Y,AUD,45,98672.371675,90499.5258595,18083.5677957,5920.3423005,2252.503515,2192.72
2025-09-05,September,Q3,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975326,Makkah Group of Travels,BSP,L,Economy,Y,PKR,2,2436.150816,2289.9817671,194.89166055,146.16904896,0.0,1218.08
2025-09-05,September,Q3,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910216,Buddha Travel & Tours,GSA,Y,Economy,Y,AUD,13,45952.539135,42456.7808569,8427.3469184,2757.1523481,738.60593,3534.81
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,O,Economy,Y,USD,5,14617.690112,13740.6287052,1637.5310322,877.06140672,0.0,2923.54
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,Q,Economy,Y,SGD,16,17974.021107,16239.2175187,2103.0716714,1078.44126642,656.362322,1123.38
2025-09-05,September,Q3,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766297,Vincent Vacations,BSP,H,Economy,Y,USD,3,8996.874212,8110.8908752,864.96326964,539.81245272,346.170884,2998.96
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,Y,Economy,Y,SGD,21,23257.466575,21533.8374196,2736.97663792,1395.4479945,328.181161,1107.5
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,B,Economy,Y,AUD,39,87742.47134,79973.5108996,16212.08222055,5264.5482804,2504.41216,2249.81
2025-09-05,September,Q3,2025,888,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,4976330,Rehman Travels,BSP,V,Economy,Y,ETB,2,1305.624,1227.28656,172.3116,78.33744,0.0,652.81
2025-09-05,September,Q3,2025,888,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,9762246,Mr. Linh's Adventures,GSA,Y,Economy,Y,VND,2,2910.796386,2581.5418209,465.72740907,174.64778316,154.606782,1455.4
2025-09-05,September,Q3,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671316,Ground 2 Air Ltd,BSP,O,Economy,Y,MUR,15,27172.822038,25021.3257035,1874.45671524,1630.36932228,521.127012,1811.52
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877332,Club Voyages Air-Port,BSP,Q,Economy,Y,CAD,16,13106.038902,11933.603241,1301.98755171,786.36233412,386.073327,819.13
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877332,Club Voyages Air-Port,BSP,N,Economy,Y,CAD,19,15696.054003,14677.5874533,1578.98877189,941.76324018,76.70331,826.11
2025-09-05,September,Q3,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,Y,Economy,Y,MUR,9,16492.087746,15294.7384351,1356.09737838,989.52526476,207.824046,1832.45
2025-09-05,September,Q3,2025,888,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,9364291,Global Travels,GSA,K,Economy,Y,INR,1,809.54994,760.9769436,40.477497,48.5729964,0.0,809.55
2025-09-05,September,Q3,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),MIL,Milan–Malpensa Airport,JFK-MIL,9352269,Deepa Travels Madras Pvt. Ltd.,GSA,Q,Economy,Y,USD,2,1463.19652,1304.0292888,249.02891016,87.7917912,71.37544,731.6
2025-09-05,September,Q3,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758318,HTMS Italia,GSA,N,Economy,Y,EUR,9,10127.112037,8972.2979269,991.40405844,607.62672222,547.187388,1125.23
2025-09-05,September,Q3,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,M,Economy,Y,EUR,8,9248.295929,8589.7641984,858.5038489,554.89775574,103.633975,1156.04
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877335,Voyages CAA-Québec,BSP,L,Economy,Y,CAD,17,13627.62141,12733.2608155,1343.96983005,817.6572846,76.70331,801.62
2025-09-05,September,Q3,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976331,American Travels,GSA,S,Economy,Y,PKR,9,7549.765965,6935.6569942,661.15505592,452.9859579,161.123013,838.86
2025-09-05,September,Q3,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976331,American Travels,GSA,K,Economy,Y,PKR,7,5804.36784,5375.4565716,520.847037,348.2620704,80.649198,829.2
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034274,Malca-Amit Singapore Pte Ltd.,BSP,K,Economy,Y,SGD,14,15684.889703,14103.7074449,1838.95364282,941.09338218,640.088876,1120.35
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752275,Artun Travel,BSP,K,Economy,Y,USD,6,18354.194396,16007.4413042,2012.14502904,1101.25166376,1245.501428,3059.03
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877332,Club Voyages Air-Port,BSP,K,Economy,Y,CAD,17,13394.954703,12276.7738501,1274.83457997,803.69728218,314.483571,787.94
2025-09-05,September,Q3,2025,888,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,9364291,Global Travels,GSA,O,Economy,Y,INR,1,810.44934,761.8223796,40.5229167,48.6269604,0.0,810.45
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,Q,Economy,Y,AUD,36,81288.229455,75398.4096777,15080.30314715,4877.2937673,1012.52601,2258.01
2025-09-05,September,Q3,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974324,The Planet Travels & Tours,GSA,N,Economy,Y,PKR,4,3402.753984,3116.0508069,374.30361279,204.16523904,82.537938,850.69
2025-09-05,September,Q3,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352269,Deepa Travels Madras Pvt. Ltd.,GSA,M,Economy,Y,INR,3,2304.39771,2166.1338474,253.4819493,138.2638626,0.0,768.13
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034274,Malca-Amit Singapore Pte Ltd.,BSP,Q,Economy,Y,SGD,16,17879.092672,16114.7256566,2101.14598029,1072.74556032,691.621455,1117.44
2025-09-05,September,Q3,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975326,Makkah Group of Travels,BSP,M,Economy,Y,PKR,2,2526.108804,2374.5422758,173.98074546,151.56652824,0.0,1263.05
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877333,Voyages Malavoy,BSP,B,Economy,Y,CAD,16,12934.734843,11662.6360147,1278.8998554,776.08409058,496.014738,808.42
2025-09-05,September,Q3,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976329,Bliss Travels & Tours,GSA,S,Economy,Y,PKR,8,6788.40138,6381.0972973,518.96989926,407.3040828,0.0,848.55
2025-09-05,September,Q3,2025,888,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,4976331,American Travels,GSA,L,Economy,Y,ETB,1,652.944,613.76736,86.17248,39.17664,0.0,652.94
2025-09-05,September,Q3,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974323,CITI Travels (PVT) Ltd,GSA,G,Economy,Y,PKR,4,3326.61078,3045.3935832,365.92610652,199.5966468,81.62055,831.65
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,Y,Economy,Y,CAD,24,19265.314695,17715.6521559,1905.77044026,1155.9188817,393.743658,802.72
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,L,Economy,Y,SGD,15,16305.992892,15221.8559193,1913.35041345,978.35957352,105.777399,1087.07
2025-09-05,September,Q3,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,S,Economy,Y,MUR,10,18384.975756,17108.1427288,1566.95891154,1103.09854536,173.734482,1838.5
2025-09-05,September,Q3,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750147,Lea Rufo,GSA,O,Economy,Y,USD,2,7183.938036,6413.8684139,676.6391712,431.03628216,339.03334,3591.97
2025-09-05,September,Q3,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910215,Friends Travel Pty Ltd,GSA,L,Economy,Y,AUD,16,54375.581595,50132.3149843,10256.0080239,3262.5348957,980.731715,3398.47
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,Y,Economy,Y,AUD,53,117920.148725,108081.2818515,21356.20349435,7075.2089235,2763.65795,2224.91
2025-09-05,September,Q3,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818342,Fareconnect Toronto,BSP,H,Economy,Y,CAD,1,3323.8101,3124.381494,365.51683992,199.428606,0.0,3323.81
2025-09-05,September,Q3,2025,888,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,9364292,Jugnu Tourist Service,BSP,N,Economy,Y,INR,3,2458.9596,2311.422024,122.94798,147.537576,0.0,819.65
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034274,Malca-Amit Singapore Pte Ltd.,BSP,M,Economy,Y,SGD,10,10884.223133,9818.9091129,1250.26173377,653.05338798,412.260632,1088.42
2025-09-05,September,Q3,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766298,Amazing Outlooks Travel Agency,BSP,Y,Economy,Y,USD,6,17444.157536,16397.5080837,1919.03576756,1046.64945216,0.0,2907.36
2025-09-05,September,Q3,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,G,Economy,Y,EUR,10,11184.178582,10305.8599173,1009.51927727,671.05071492,207.26795,1118.42
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034274,Malca-Amit Singapore Pte Ltd.,BSP,O,Economy,Y,SGD,8,8839.193419,8086.4380518,1049.74575664,530.35160514,222.403762,1104.9
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752275,Artun Travel,BSP,Y,Economy,Y,USD,5,14314.344492,13162.8445185,1548.52585852,858.86066952,292.639304,2862.87
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,Y,Economy,Y,USD,9,26690.845788,22684.0427127,2870.8986354,1601.45074728,2405.352328,2965.65
2025-09-05,September,Q3,2025,888,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,9364290,IMAD Travel Pvt. Ltd.,GSA,N,Economy,Y,INR,2,1719.38298,1534.9142412,85.969149,103.1629788,81.30576,859.69
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,M,Economy,Y,SGD,17,19490.163826,18214.9765976,2285.0630425,1169.40982956,105.777399,1146.48
2025-09-05,September,Q3,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352267,Hermes I Tickets Pvt. Ltd.,BSP,G,Economy,Y,INR,3,2618.10843,2461.0219242,287.98788,157.0865058,0.0,872.7
2025-09-05,September,Q3,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,H,Economy,Y,MUR,5,9066.524646,8348.7986853,682.06414938,543.99147876,173.734482,1813.3
2025-09-05,September,Q3,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,L,Economy,Y,EUR,8,9285.60416,8728.4679103,790.1054254,557.1362496,0.0,1160.7
2025-09-05,September,Q3,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,K,Economy,Y,EUR,9,10263.908884,8951.6540391,906.71437407,615.83453304,696.420312,1140.43
2025-09-05,September,Q3,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671316,Ground 2 Air Ltd,BSP,Q,Economy,Y,MUR,7,12862.084218,11916.8539849,895.5198525,771.72505308,173.50518,1837.44
2025-09-05,September,Q3,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034274,Malca-Amit Singapore Pte Ltd.,BSP,G,Economy,Y,SGD,12,13363.211407,12428.5189134,1592.98050653,801.79268442,132.899809,1113.6
2025-09-05,September,Q3,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),MIL,Milan–Malpensa Airport,JFK-MIL,9352268,Parveen Travels Pvt. Ltd.,GSA,G,Economy,Y,USD,2,1448.921432,1290.610706,173.87057184,86.93528592,71.37544,724.46
2025-09-05,September,Q3,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145234,TUI Holiday Store,GSA,O,Economy,Y,GBP,4,6013.11373,5652.3269062,514.46075325,360.7868238,0.0,1503.28
2025-09-05,September,Q3,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,K,Economy,Y,AUD,42,92166.769775,84910.0887985,17083.7595037,5530.0061865,1726.67479,2194.45
2025-09-05,September,Q3,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),MIL,Milan–Malpensa Airport,JFK-MIL,9352267,Hermes I Tickets Pvt. Ltd.,BSP,G,Economy,Y,USD,1,724.460716,680.993073,115.91371456,43.46764296,0.0,724.46
2025-09-05,September,Q3,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145230,Travel House UK,BSP,V,Economy,Y,GBP,6,8291.404775,7793.9204885,776.93169135,497.4842865,0.0,1381.9
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752275,Artun Travel,BSP,O,Economy,Y,USD,7,20434.788472,18384.3148315,2223.84458408,1226.08730832,824.386332,2919.26
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,Q,Economy,Y,CAD,21,17201.995656,15750.5644889,1660.65222927,1032.11973936,419.311428,819.14
2025-09-05,September,Q3,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974325,Expolanka Pakistan Pvt Ltd,GSA,L,Economy,Y,PKR,6,5295.662703,4977.9229408,572.06737233,317.73976218,0.0,882.61
2025-09-05,September,Q3,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910215,Friends Travel Pty Ltd,GSA,H,Economy,Y,AUD,17,58552.862815,53100.2390511,11020.9298473,3513.1717689,1939.451995,3444.29
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,S,Economy,Y,CAD,21,17079.27036,15747.7008985,1708.79634018,1024.7562216,306.81324,813.3
2025-09-05,September,Q3,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976331,American Travels,GSA,N,Economy,Y,PKR,8,7281.780741,6667.2109175,760.00145436,436.90684446,177.662979,910.22
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877333,Voyages Malavoy,BSP,L,Economy,Y,CAD,11,8777.415441,7874.9242957,859.38388524,526.64492646,375.846219,797.95
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877332,Club Voyages Air-Port,BSP,Y,Economy,Y,CAD,16,13154.617665,12050.8570343,1344.30221106,789.2770599,314.483571,822.16
2025-09-05,September,Q3,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750145,Eva Grodberg,GSA,L,Economy,Y,USD,3,10909.736004,9916.1185038,1098.00408124,654.58416024,339.03334,3636.58
2025-09-05,September,Q3,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975327,Duke Travels,BSP,V,Economy,Y,PKR,5,5795.139996,5335.5912062,426.0282417,347.70839976,111.84039,1159.03
2025-09-05,September,Q3,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750145,Eva Grodberg,GSA,S,Economy,Y,USD,5,18264.975096,17169.0765903,1700.519858,1095.89850576,0.0,3653.0
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,H,Economy,Y,CAD,15,11947.818921,11154.2464759,1215.64519242,716.86913526,76.70331,796.52
2025-09-05,September,Q3,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766298,Amazing Outlooks Travel Agency,BSP,V,Economy,Y,USD,4,11669.88444,10694.8959295,1222.05459596,700.1930664,274.795444,2917.47
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,L,Economy,Y,USD,10,29649.357776,26799.7647093,3320.70665828,1778.96146656,1070.6316,2964.94
2025-09-05,September,Q3,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752277,Global Travel Collection,BSP,O,Economy,Y,USD,6,17326.38806,15672.9759922,1906.36662696,1039.5832836,613.828784,2887.73
2025-09-05,September,Q3,2025,888,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,6620337,Hans Meier Tourist Ltd. - Gray Line Zurich,BSP,H,Economy,Y,CHF,2,5259.533514,4943.9615031,404.20715026,315.57201084,0.0,2629.77
2025-09-05,September,Q3,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671316,Ground 2 Air Ltd,BSP,S,Economy,Y,MUR,12,21704.19864,20045.6878476,1820.25965886,1302.2519184,356.258874,1808.68
2025-09-05,September,Q3,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877332,Club Voyages Air-Port,BSP,I,Business Class,J,CAD,1,2523.538899,2119.0056421,277.61484666,151.41233394,253.120923,2523.54
2025-09-05,September,Q3,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818341,Grand Travel,GSA,N,Economy,Y,CAD,4,13287.570069,12157.9348548,1461.88838529,797.25420414,332.38101,3321.89
2025-09-05,September,Q3,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976330,Rehman Travels,BSP,Y,Economy,Y,PKR,14,11860.288866,11061.7490209,1124.6353929,711.61733196,86.922513,847.16
2025-09-05,September,Q3,2025,888,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,6620337,Hans Meier Tourist Ltd. - Gray Line Zurich,BSP,V,Economy,Y,CHF,1,2302.317068,1932.3192579,207.16785914,138.13902408,231.858786,2302.32
