Billed_Date,month_name,quarter_label,year,Billed_Carrier_Name,Billed_Carrier_Code,Operating_Carrier_Name,Operating_Carrier_Code,Billed_Currency,Ticket_Count,Billed_Amount,Commission_Amount,Billed_Discount,Accepted_Amount,Accepted_Commission,Accepted_Discount,Rejected_Amount,Rejected_Commission,Rejected_Discount,Rejection_Percentage,Billing_Efficiency_Pct
2025-04-16,April,Q2,2025,Air Canada,AC,Star Air,XX,USD,228,72110.00,4326.60,1110.00,61124.75,3667.46,911.89,10985.25,659.14,198.11,15.23,84.77
2025-04-16,April,Q2,2025,American Airlines,AA,Star Air,XX,USD,252,302930.00,18175.80,3845.00,255929.69,13487.15,3210.78,47000.31,4688.65,634.22,15.52,84.48
2025-10-08,October,Q4,2025,Qantas,QF,Star Air,XX,USD,466,577415.00,34644.90,12090.00,493179.98,29590.85,7541.24,84235.02,5054.05,4548.76,14.59,85.41
2025-10-08,October,Q4,2025,PIA,PK,Star Air,XX,USD,240,70315.00,4218.90,600.00,60248.21,3614.90,1085.40,10066.79,604.00,-485.40,14.32,85.68
2025-10-08,October,Q4,2025,American Airlines,AA,Star Air,XX,USD,243,271765.00,16305.90,10225.00,230075.37,13804.51,3287.24,41689.63,2501.39,6937.76,15.34,84.66
2025-10-08,October,Q4,2025,Emirates,EK,Star Air,XX,USD,239,77605.00,4656.30,1930.00,64882.80,3892.92,898.47,12722.20,763.38,1031.53,16.39,83.61
2025-10-08,October,Q4,2025,Air Canada,AC,Star Air,XX,USD,234,65920.00,3955.20,1415.00,56664.25,3399.82,750.24,9255.75,555.38,664.76,14.04,85.96
2026-03-02,March,Q1,2026,Jet Airways,9W,Star Air,XX,USD,242,64120.00,3847.20,1235.00,54395.93,3263.69,1054.62,9724.07,583.51,180.38,15.17,84.83
2026-03-02,March,Q1,2026,Air New Zealand,NZ,Star Air,XX,USD,238,74320.00,4459.20,1060.00,63241.23,3794.48,904.42,11078.77,664.72,155.58,14.91,85.09
2026-03-02,March,Q1,2026,JetBlue,B6,Star Air,XX,USD,251,317195.00,19031.70,4540.00,267974.01,16078.39,3866.74,49220.99,2953.31,673.26,15.52,84.48
2026-03-02,March,Q1,2026,Qantas,QF,Star Air,XX,USD,720,439820.00,26389.20,7425.00,375741.83,22544.36,6337.46,64078.17,3844.84,1087.54,14.57,85.43
2026-03-02,March,Q1,2026,PIA,PK,Star Air,XX,USD,250,71290.00,4277.40,1135.00,60420.59,3625.21,975.54,10869.41,652.19,159.46,15.25,84.75
2026-03-02,March,Q1,2026,Air Mauritius,MK,Star Air,XX,USD,227,134300.00,8058.00,2105.00,113661.33,6819.70,1800.57,20638.67,1238.30,304.43,15.37,84.63
2025-11-03,November,Q4,2025,Qantas,QF,Star Air,XX,USD,243,137325.00,8239.50,945.00,115736.64,6944.19,1210.91,21588.36,1295.31,-265.91,15.72,84.28
2025-11-03,November,Q4,2025,Air Mauritius,MK,Star Air,XX,USD,242,158340.00,9500.40,13905.00,133289.85,7997.35,1857.12,25050.16,1503.05,12047.88,15.82,84.18
2025-11-03,November,Q4,2025,Emirates,EK,Star Air,XX,USD,242,69615.00,4176.90,870.00,58369.50,3502.26,930.13,11245.50,674.64,-60.13,16.15,83.85
2025-12-18,December,Q4,2025,Qantas,QF,Star Air,XX,USD,248,175490.00,10529.40,1665.00,149144.46,8948.65,1954.94,26345.54,1580.75,-289.94,15.01,84.99
2025-12-18,December,Q4,2025,PIA,PK,Star Air,XX,USD,249,72105.00,4326.30,420.00,61315.05,3678.82,713.75,10789.95,647.48,-293.75,14.96,85.04
2025-12-18,December,Q4,2025,American Airlines,AA,Star Air,XX,USD,251,267600.00,16056.00,12130.00,224325.97,13459.60,4863.50,43274.03,2596.40,7266.50,16.17,83.83
2025-11-03,November,Q4,2025,Air India,AI,Star Air,XX,USD,256,71405.00,4284.30,510.00,60375.40,3622.59,618.21,11029.60,661.71,-108.21,15.45,84.55
2025-12-18,December,Q4,2025,Emirates,EK,Star Air,XX,USD,250,69035.00,4142.10,1715.00,58529.92,3511.75,856.50,10505.08,630.35,858.50,15.22,84.78
2025-05-16,May,Q2,2025,Air New Zealand,NZ,Star Air,XX,USD,242,205590.00,12335.40,2900.00,171256.08,10275.41,2442.80,34333.92,2059.99,457.20,16.70,83.30
2025-06-08,June,Q2,2025,Qantas,QF,Star Air,XX,USD,735,841600.00,50496.00,13720.00,713301.36,42797.99,11521.27,128298.64,7698.01,2198.73,15.24,84.76
2025-05-16,May,Q2,2025,Qantas,QF,Star Air,XX,USD,506,317120.00,19027.20,3930.00,266113.68,15966.85,3367.09,51006.32,3060.35,562.91,16.08,83.92
2025-06-08,June,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,248,167355.00,10041.30,2125.00,142554.83,8553.29,1786.20,24800.17,1488.01,338.80,14.82,85.18
2025-05-16,May,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,242,167925.00,10075.50,2390.00,141474.43,8488.44,2005.33,26450.57,1587.06,384.67,15.75,84.25
2025-06-08,June,Q2,2025,Blue Panorama,BV,Star Air,XX,USD,228,73420.00,4405.20,1215.00,61619.43,3697.14,988.23,11800.57,708.06,226.77,16.07,83.93
2025-06-08,June,Q2,2025,PIA,PK,Star Air,XX,USD,249,84910.00,5094.60,1175.00,71851.44,4311.08,1027.49,13058.56,783.52,147.51,15.38,84.62
2025-06-08,June,Q2,2025,Air Canada,AC,Star Air,XX,USD,232,71510.00,4290.60,1085.00,59688.71,3581.32,899.89,11821.29,709.28,185.11,16.53,83.47
2025-06-08,June,Q2,2025,JetBlue,B6,Star Air,XX,USD,249,381165.00,22869.90,6140.00,321124.41,19267.48,5100.34,60040.59,3602.42,1039.66,15.75,84.25
2025-05-16,May,Q2,2025,SIA,SQ,Star Air,XX,USD,241,111750.00,6705.00,1545.00,94043.69,5642.64,1329.70,17706.31,1062.36,215.30,15.84,84.16
2025-06-08,June,Q2,2025,British Airways,BA,Star Air,XX,USD,250,160460.00,9627.60,1530.00,133407.08,7471.10,1287.34,27052.92,2156.50,242.66,16.86,83.14
2025-05-16,May,Q2,2025,Emirates,EK,Star Air,XX,USD,491,159450.00,9567.00,2020.00,133514.58,8010.98,1687.58,25935.42,1556.02,332.42,16.27,83.73
2025-10-08,October,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,244,162565.00,9753.90,1145.00,136546.09,8192.78,1553.48,26018.91,1561.12,-408.48,16.01,83.99
2025-03-05,March,Q1,2025,American Airlines,AA,Star Air,XX,USD,505,522750.00,31365.00,8280.00,442669.07,26560.22,6998.70,80080.93,4804.78,1281.30,15.32,84.68
2025-03-25,March,Q1,2025,Qantas,QF,Star Air,XX,USD,1002,670245.00,40214.70,10975.00,568640.14,34118.46,9261.50,101604.86,6096.24,1713.50,15.16,84.84
2025-03-25,March,Q1,2025,Air New Zealand,NZ,Star Air,XX,USD,477,257275.00,15436.50,3515.00,217848.39,13070.89,3004.40,39426.61,2365.61,510.60,15.32,84.68
2025-03-27,March,Q1,2025,Air France,AF,Star Air,XX,USD,261,242555.00,14553.30,3850.00,204687.79,12281.27,3261.90,37867.21,2272.03,588.10,15.61,84.39
2025-03-23,March,Q1,2025,American Airlines,AA,Star Air,XX,USD,510,557825.00,33469.50,10015.00,470581.00,28234.85,8437.34,87244.00,5234.65,1577.66,15.64,84.36
2025-03-25,March,Q1,2025,Air India,AI,Star Air,XX,USD,240,85450.00,5127.00,1020.00,72208.07,4332.56,881.67,13241.94,794.44,138.33,15.50,84.50
2025-03-25,March,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,257,168125.00,10087.50,2300.00,141407.11,8484.48,1949.90,26717.89,1603.02,350.10,15.89,84.11
2025-03-27,March,Q1,2025,Qantas,QF,Star Air,XX,USD,524,474710.00,28482.60,8255.00,403727.92,24223.59,7123.80,70982.08,4259.01,1131.20,14.95,85.05
2025-03-27,March,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,263,169300.00,10158.00,1660.00,142636.51,8558.18,1422.55,26663.49,1599.82,237.45,15.75,84.25
2025-03-25,March,Q1,2025,Jet Airways,9W,Star Air,XX,USD,246,69110.00,4146.60,1335.00,58497.73,3509.79,1146.06,10612.27,636.81,188.94,15.36,84.64
2025-03-05,March,Q1,2025,Qantas,QF,Star Air,XX,USD,749,734065.00,44043.90,9570.00,619901.50,37194.00,8112.92,114163.50,6849.90,1457.08,15.55,84.45
2025-03-23,March,Q1,2025,Qantas,QF,Star Air,XX,USD,487,348115.00,20886.90,5405.00,293716.67,17623.02,4488.00,54398.33,3263.88,917.00,15.63,84.37
2025-03-25,March,Q1,2025,PIA,PK,Star Air,XX,USD,263,75860.00,4551.60,1115.00,63941.15,3836.49,935.95,11918.85,715.11,179.05,15.71,84.29
2025-03-27,March,Q1,2025,PIA,PK,Star Air,XX,USD,258,75125.00,4507.50,895.00,63768.20,3826.14,748.33,11356.80,681.36,146.67,15.12,84.88
2025-03-23,March,Q1,2025,Blue Panorama,BV,Star Air,XX,USD,248,71880.00,4312.80,970.00,60857.52,3651.47,802.98,11022.48,661.33,167.02,15.33,84.67
2025-03-23,March,Q1,2025,Siberia Airlines,S7,Star Air,XX,USD,1,605.00,36.30,0.00,547.02,32.82,0.00,57.98,3.48,0.00,9.58,90.42
2025-03-05,March,Q1,2025,Emirates,EK,Star Air,XX,USD,261,76955.00,4617.30,1140.00,65301.82,3917.96,948.90,11653.18,699.34,191.10,15.14,84.86
2025-03-23,March,Q1,2025,British Airways,BA,Star Air,XX,USD,258,137490.00,8249.40,1430.00,116884.38,7013.04,1216.25,20605.63,1236.36,213.75,14.99,85.01
2025-03-23,March,Q1,2025,Emirates,EK,Star Air,XX,USD,509,147610.00,8856.60,1955.00,124497.13,7469.83,1661.81,23112.87,1386.77,293.19,15.66,84.34
2025-03-27,March,Q1,2025,Air Mauritius,MK,Star Air,XX,USD,190,121185.00,7271.10,2480.00,102645.99,6158.79,2088.65,18539.01,1112.31,391.35,15.30,84.70
2025-05-25,May,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,245,171745.00,10304.70,2375.00,144069.25,8644.12,2003.19,27675.75,1660.58,371.81,16.11,83.89
2025-03-25,March,Q1,2025,Air Canada,AC,Star Air,XX,USD,260,76940.00,4616.40,1225.00,65073.99,3904.45,1050.08,11866.01,711.95,174.92,15.42,84.58
2025-06-26,June,Q2,2025,Qantas,QF,Star Air,XX,USD,237,146450.00,8787.00,2345.00,123743.30,7424.59,2016.45,22706.70,1362.41,328.55,15.50,84.50
2025-03-25,March,Q1,2025,SIA,SQ,Star Air,XX,USD,240,99485.00,5969.10,1865.00,84375.22,5062.41,1582.82,15109.78,906.69,282.18,15.19,84.81
2025-06-26,June,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,247,169665.00,10179.90,2235.00,142668.96,8560.16,1817.00,26996.04,1619.74,418.00,15.91,84.09
2025-06-26,June,Q2,2025,Air France,AF,Star Air,XX,USD,239,239405.00,14364.30,3520.00,203020.72,12181.18,3013.94,36384.28,2183.12,506.06,15.20,84.80
2025-05-25,May,Q2,2025,Qantas,QF,Star Air,XX,USD,1171,1292775.00,77566.50,20390.00,1080098.54,64805.78,17077.06,212676.46,12760.72,3312.94,16.45,83.55
2025-03-05,March,Q1,2025,Air Canada,AC,Star Air,XX,USD,521,150345.00,9020.70,2015.00,127111.39,7626.69,1701.66,23233.61,1394.01,313.34,15.45,84.55
2025-05-25,May,Q2,2025,Air France,AF,Star Air,XX,USD,228,210450.00,12627.00,2815.00,178155.40,10689.36,2329.08,32294.60,1937.64,485.92,15.35,84.65
2025-05-25,May,Q2,2025,Emirates,EK,Star Air,XX,USD,492,159020.00,9541.20,2625.00,134013.39,8040.71,2163.65,25006.62,1500.49,461.35,15.73,84.27
2025-05-25,May,Q2,2025,American Airlines,AA,Star Air,XX,USD,247,286715.00,17202.90,4910.00,241898.20,14513.89,4178.53,44816.80,2689.01,731.47,15.63,84.37
2025-06-26,June,Q2,2025,PIA,PK,Star Air,XX,USD,261,86975.00,5218.50,1650.00,73478.02,4445.05,1337.28,13496.98,773.45,312.72,15.52,84.48
2025-06-26,June,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,249,174040.00,10442.40,1560.00,146897.64,6669.92,1315.76,27142.36,3772.48,244.24,15.60,84.40
2025-06-26,June,Q2,2025,American Airlines,AA,Star Air,XX,USD,247,295580.00,17734.80,4625.00,248681.40,10611.96,3919.94,46898.60,7122.84,705.06,15.87,84.13
2025-07-26,July,Q3,2025,Air India,AI,Star Air,XX,USD,249,90105.00,5406.30,1290.00,76403.36,4584.19,1128.51,13701.64,822.11,161.49,15.21,84.79
2025-07-26,July,Q3,2025,Jet Airways,9W,Star Air,XX,USD,250,73825.00,4429.50,1160.00,62848.52,3770.86,1011.71,10976.48,658.64,148.29,14.87,85.13
2025-07-26,July,Q3,2025,Thai Airways International,TG,Star Air,XX,USD,245,161240.00,9674.40,2540.00,137062.77,8223.82,2145.45,24177.23,1450.58,394.55,14.99,85.01
2025-09-30,September,Q3,2025,Qantas,QF,Star Air,XX,USD,739,482320.00,28939.20,6485.00,408355.67,24501.36,5457.08,73964.33,4437.84,1027.92,15.34,84.66
2025-08-31,August,Q3,2025,PIA,PK,Star Air,XX,USD,241,80175.00,4810.50,1360.00,67548.71,4052.94,1153.58,12626.29,757.56,206.42,15.75,84.25
2025-07-26,July,Q3,2025,American Airlines,AA,Star Air,XX,USD,246,286340.00,17180.40,4680.00,242210.37,14532.65,3969.93,44129.63,2647.75,710.07,15.41,84.59
2025-07-26,July,Q3,2025,British Airways,BA,Star Air,XX,USD,248,130835.00,7850.10,2635.00,109293.26,6557.60,2205.91,21541.74,1292.50,429.09,16.46,83.54
2025-08-31,August,Q3,2025,American Airlines,AA,Star Air,XX,USD,233,277175.00,16630.50,3160.00,232306.68,13938.45,2632.29,44868.32,2692.05,527.71,16.19,83.81
2025-08-31,August,Q3,2025,Qantas,QF,Star Air,XX,USD,958,885785.00,53147.10,13265.00,747965.06,44877.84,11265.48,137819.94,8269.26,1999.52,15.56,84.44
2025-07-26,July,Q3,2025,Qantas,QF,Star Air,XX,USD,489,523750.00,31425.00,7060.00,443803.88,26628.22,6051.06,79946.12,4796.78,1008.94,15.26,84.74
2025-09-30,September,Q3,2025,SIA,SQ,Star Air,XX,USD,483,202280.00,12136.80,2895.00,172029.85,10321.86,2449.80,30250.15,1814.94,445.20,14.95,85.05
2025-09-30,September,Q3,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,70.00,4.20,0.00,71.40,4.28,0.00,-1.40,-0.08,0.00,-2.00,102.00
2025-09-30,September,Q3,2025,Emirates,EK,Star Air,XX,USD,480,138885.00,8333.10,2445.00,117467.85,7048.10,2113.08,21417.15,1285.00,331.92,15.42,84.58
2025-09-30,September,Q3,2025,PIA,PK,Star Air,XX,USD,255,76815.00,4608.90,1245.00,64431.49,3865.86,1017.44,12383.51,743.04,227.56,16.12,83.88
2025-08-31,August,Q3,2025,British Airways,BA,Star Air,XX,USD,263,149000.00,8940.00,2640.00,126309.22,7578.58,2167.78,22690.78,1361.42,472.22,15.23,84.77
2025-09-30,September,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,217,148275.00,8896.50,3100.00,123957.44,7437.51,2575.25,24317.56,1458.99,524.75,16.40,83.60
2025-09-30,September,Q3,2025,Air Canada,AC,Star Air,XX,USD,254,73585.00,4415.10,1105.00,61980.69,3718.76,930.72,11604.31,696.34,174.28,15.77,84.23
2025-08-31,August,Q3,2025,Emirates,EK,Star Air,XX,USD,239,71035.00,4262.10,760.00,59795.82,3587.78,649.09,11239.18,674.32,110.91,15.82,84.18
2025-12-18,December,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,250,161225.00,9673.50,1595.00,136085.10,8165.12,2129.83,25139.90,1508.38,-534.83,15.59,84.41
2025-07-26,July,Q3,2025,Emirates,EK,Star Air,XX,USD,479,158015.00,9480.90,2410.00,133567.34,8013.99,2031.19,24447.66,1466.91,378.81,15.47,84.53
2025-02-04,February,Q1,2025,Air New Zealand,NZ,Star Air,XX,USD,500,243370.00,14602.20,2770.00,206867.32,12412.20,2410.12,36502.68,2190.00,359.88,15.00,85.00
2025-02-22,February,Q1,2025,Jet Airways,9W,Star Air,XX,USD,242,61615.00,3696.90,855.00,53061.49,3183.67,739.46,8553.52,513.23,115.54,13.88,86.12
2025-02-04,February,Q1,2025,Qantas,QF,Star Air,XX,USD,254,129935.00,7796.10,1545.00,110042.93,6602.66,1290.28,19892.07,1193.44,254.72,15.31,84.69
2025-02-04,February,Q1,2025,JetBlue,B6,Star Air,XX,USD,263,348825.00,20929.50,6270.00,295044.75,17702.67,5336.71,53780.25,3226.83,933.29,15.42,84.58
2025-02-04,February,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,257,152935.00,9176.10,1890.00,129040.85,7742.55,1603.21,23894.15,1433.55,286.79,15.62,84.38
2025-02-04,February,Q1,2025,Jet Airways,9W,Star Air,XX,USD,252,66280.00,3976.80,955.00,56006.13,3360.25,817.94,10273.87,616.55,137.06,15.50,84.50
2025-02-22,February,Q1,2025,PIA,PK,Star Air,XX,USD,258,70855.00,4251.30,1210.00,59773.82,3586.38,1014.97,11081.18,664.92,195.03,15.64,84.36
2025-02-22,February,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,259,166525.00,9991.50,2400.00,141681.23,8500.93,2051.69,24843.77,1490.57,348.31,14.92,85.08
2025-02-04,February,Q1,2025,SIA,SQ,Star Air,XX,USD,516,217545.00,13052.70,3160.00,184020.56,11041.07,2650.70,33524.44,2011.63,509.30,15.41,84.59
2025-02-04,February,Q1,2025,Emirates,EK,Star Air,XX,USD,260,73530.00,4411.80,1255.00,61977.44,3718.58,1030.87,11552.56,693.22,224.13,15.71,84.29
2025-02-04,February,Q1,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,130.00,7.80,15.00,119.18,7.15,11.92,10.82,0.65,3.08,8.32,91.68
2025-02-22,February,Q1,2025,Air Canada,AC,Star Air,XX,USD,253,71425.00,4285.50,1050.00,59702.00,3582.04,837.74,11723.00,703.46,212.26,16.41,83.59
2025-02-22,February,Q1,2025,Emirates,EK,Star Air,XX,USD,488,136805.00,8208.30,1920.00,116309.50,6978.54,1649.17,20495.50,1229.76,270.83,14.98,85.02
2025-02-22,February,Q1,2025,Air Mauritius,MK,Star Air,XX,USD,244,156565.00,9393.90,2420.00,132380.88,7942.89,2033.19,24184.12,1451.01,386.81,15.45,84.55
2025-02-04,February,Q1,2025,Air Mauritius,MK,Star Air,XX,USD,249,149265.00,8955.90,2505.00,126292.50,7577.66,2095.72,22972.50,1378.24,409.28,15.39,84.61
2025-02-22,February,Q1,2025,SIA,SQ,Star Air,XX,USD,261,96975.00,5818.50,1555.00,81299.55,4877.90,1326.56,15675.45,940.60,228.44,16.16,83.84
2025-05-21,May,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,245,169955.00,10197.30,2420.00,142916.49,8575.05,1995.89,27038.51,1622.25,424.11,15.91,84.09
2025-05-21,May,Q2,2025,Air India,AI,Star Air,XX,USD,231,80245.00,4814.70,955.00,67739.42,4064.37,791.25,12505.58,750.33,163.75,15.58,84.42
2025-05-21,May,Q2,2025,British Airways,BA,Star Air,XX,USD,230,118610.00,7116.60,1965.00,100695.39,6041.62,1694.24,17914.61,1074.98,270.76,15.10,84.90
2025-05-21,May,Q2,2025,Qantas,QF,Star Air,XX,USD,236,298585.00,17915.10,4235.00,253751.19,15043.06,3570.93,44833.81,2872.04,664.07,15.02,84.98
2025-08-26,August,Q3,2025,Thai Airways International,TG,Star Air,XX,USD,236,156190.00,9371.40,3225.00,132344.49,7940.71,2775.98,23845.51,1430.69,449.02,15.27,84.73
2025-08-26,August,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,240,205375.00,12322.50,3470.00,173086.01,10385.12,2897.57,32288.99,1937.38,572.43,15.72,84.28
2025-07-11,July,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,236,190410.00,11424.60,3100.00,161852.63,9711.19,2654.33,28557.37,1713.41,445.67,15.00,85.00
2025-05-21,May,Q2,2025,American Airlines,AA,Star Air,XX,USD,258,318895.00,19133.70,4895.00,267381.61,11922.54,4204.76,51513.39,7211.16,690.24,16.15,83.85
2025-07-11,July,Q3,2025,Qantas,QF,Star Air,XX,USD,763,511995.00,30719.70,7215.00,434214.79,26052.82,6201.59,77780.21,4666.88,1013.41,15.19,84.81
2025-05-21,May,Q2,2025,Air Canada,AC,Star Air,XX,USD,480,161865.00,9711.90,2275.00,137278.53,8236.76,1960.77,24586.47,1475.14,314.23,15.19,84.81
2025-05-21,May,Q2,2025,Emirates,EK,Star Air,XX,USD,224,77220.00,4633.20,1025.00,64977.26,3898.59,896.75,12242.74,734.61,128.25,15.85,84.15
2025-08-26,August,Q3,2025,Jet Airways,9W,Star Air,XX,USD,245,69225.00,4153.50,940.00,58208.48,3492.53,804.92,11016.52,660.97,135.08,15.91,84.09
2025-07-11,July,Q3,2025,Thai Airways International,TG,Star Air,XX,USD,251,179855.00,10791.30,2340.00,151492.27,9089.53,1959.62,28362.73,1701.77,380.38,15.77,84.23
2025-07-11,July,Q3,2025,PIA,PK,Star Air,XX,USD,244,79865.00,4791.90,925.00,67446.46,4046.74,798.74,12418.54,745.16,126.26,15.55,84.45
2025-08-26,August,Q3,2025,SIA,SQ,Star Air,XX,USD,494,218005.00,13080.30,2825.00,184547.41,11072.89,2365.63,33457.59,2007.41,459.37,15.35,84.65
2025-09-12,September,Q3,2025,Qantas,QF,Star Air,XX,USD,740,427885.00,25673.10,5940.00,361886.57,21713.13,5033.20,65998.43,3959.97,906.80,15.42,84.58
2025-07-08,July,Q3,2025,JetBlue,B6,Star Air,XX,USD,244,348025.00,20881.50,4585.00,292538.17,17552.28,3874.67,55486.83,3329.22,710.33,15.94,84.06
2025-09-12,September,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,221,72915.00,4374.90,1065.00,61853.77,3711.22,903.56,11061.23,663.68,161.44,15.17,84.83
2025-07-08,July,Q3,2025,Jet Airways,9W,Star Air,XX,USD,249,79625.00,4777.50,1515.00,67529.72,4051.86,1311.36,12095.28,725.64,203.64,15.19,84.81
2025-09-12,September,Q3,2025,Jet Airways,9W,Star Air,XX,USD,244,74770.00,4486.20,1350.00,63756.40,3825.35,1138.08,11013.60,660.85,211.92,14.73,85.27
2025-07-08,July,Q3,2025,Qantas,QF,Star Air,XX,USD,720,494455.00,29667.30,7925.00,418396.24,25103.71,6829.16,76058.76,4563.59,1095.84,15.38,84.62
2025-09-12,September,Q3,2025,PIA,PK,Star Air,XX,USD,246,72690.00,4361.40,845.00,61488.95,3689.33,723.82,11201.05,672.07,121.18,15.41,84.59
2025-07-08,July,Q3,2025,Air India,AI,Star Air,XX,USD,242,84040.00,5042.40,1330.00,71931.33,4315.91,1139.54,12108.67,726.49,190.46,14.41,85.59
2025-07-08,July,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,247,91575.00,5494.50,1925.00,77491.08,4649.52,1605.53,14083.92,844.98,319.47,15.38,84.62
2025-07-08,July,Q3,2025,SIA,SQ,Star Air,XX,USD,505,232785.00,13967.10,3900.00,196818.37,11809.18,3310.61,35966.63,2157.92,589.39,15.45,84.55
2025-09-12,September,Q3,2025,Emirates,EK,Star Air,XX,USD,257,87120.00,5227.20,1365.00,73685.76,4421.05,1104.10,13434.24,806.15,260.90,15.42,84.58
2026-03-12,March,Q1,2026,Qantas,QF,Star Air,XX,USD,744,419735.00,25184.10,5190.00,355991.58,21359.44,4467.31,63743.42,3824.66,722.69,15.19,84.81
2026-03-12,March,Q1,2026,Thai Airways International,TG,Star Air,XX,USD,249,160805.00,9648.30,3005.00,135639.55,8138.41,2508.37,25165.45,1509.89,496.63,15.65,84.35
2026-03-12,March,Q1,2026,PIA,PK,Star Air,XX,USD,238,73480.00,4408.80,1010.00,62711.53,3762.67,857.81,10768.47,646.13,152.19,14.65,85.35
2026-03-12,March,Q1,2026,SIA,SQ,Star Air,XX,USD,236,97900.00,5874.00,920.00,81926.81,4915.54,780.42,15973.19,958.46,139.58,16.32,83.68
2026-01-15,January,Q1,2026,Air France,AF,Star Air,XX,USD,252,202015.00,12120.90,2745.00,173752.83,10425.19,2325.19,28262.17,1695.71,419.81,13.99,86.01
2026-01-15,January,Q1,2026,Qantas,QF,Star Air,XX,USD,702,636310.00,38178.60,10985.00,541377.79,32482.56,9298.12,94932.21,5696.04,1686.88,14.92,85.08
2026-03-30,March,Q1,2026,Thai Airways International,TG,Star Air,XX,USD,270,170250.00,10215.00,2535.00,143584.97,8615.06,2099.99,26665.03,1599.94,435.01,15.66,84.34
2026-03-06,March,Q1,2026,Air India,AI,Star Air,XX,USD,236,86595.00,5195.70,1865.00,72244.36,4334.72,1539.83,14350.64,860.98,325.17,16.57,83.43
2026-03-06,March,Q1,2026,Thai Airways International,TG,Star Air,XX,USD,232,144810.00,8688.60,2295.00,122690.68,7361.42,1948.56,22119.32,1327.18,346.44,15.27,84.73
2026-03-06,March,Q1,2026,Jet Airways,9W,Star Air,XX,USD,238,65170.00,3910.20,865.00,54495.46,3269.71,739.60,10674.54,640.49,125.40,16.38,83.62
2026-01-26,January,Q1,2026,Qantas,QF,Star Air,XX,USD,731,488190.00,29291.40,6870.00,414380.44,24862.79,5826.57,73809.56,4428.61,1043.43,15.12,84.88
2026-03-30,March,Q1,2026,Jet Airways,9W,Star Air,XX,USD,499,153770.00,9226.20,2340.00,130861.03,7851.67,2053.87,22908.97,1374.53,286.13,14.90,85.10
2026-03-30,March,Q1,2026,Qantas,QF,Star Air,XX,USD,484,291350.00,17481.00,3055.00,247345.94,14840.78,2603.67,44004.06,2640.22,451.33,15.10,84.90
2026-03-30,March,Q1,2026,Air New Zealand,NZ,Star Air,XX,USD,235,75895.00,4553.70,1105.00,64084.46,3845.09,928.08,11810.54,708.61,176.92,15.56,84.44
2026-03-30,March,Q1,2026,Air India,AI,Star Air,XX,USD,239,78145.00,4688.70,1065.00,67179.24,4030.77,908.96,10965.76,657.93,156.04,14.03,85.97
2026-01-26,January,Q1,2026,Jet Airways,9W,Star Air,XX,USD,239,64815.00,3888.90,910.00,55636.16,3338.24,788.83,9178.84,550.66,121.17,14.16,85.84
2026-01-15,January,Q1,2026,Air India,AI,Star Air,XX,USD,234,65135.00,3908.10,925.00,56430.50,3385.76,795.32,8704.50,522.34,129.68,13.36,86.64
2026-03-06,March,Q1,2026,American Airlines,AA,Star Air,XX,USD,495,565505.00,33930.30,11855.00,481279.99,28876.78,10126.70,84225.01,5053.52,1728.30,14.89,85.11
2026-03-30,March,Q1,2026,SIA,SQ,Star Air,XX,USD,508,226495.00,13589.70,3540.00,191606.63,11496.33,2983.49,34888.37,2093.37,556.51,15.40,84.60
2026-03-30,March,Q1,2026,Emirates,EK,Star Air,XX,USD,243,70195.00,4211.70,820.00,59475.73,3568.58,692.89,10719.27,643.12,127.11,15.27,84.73
2026-03-30,March,Q1,2026,PIA,PK,Star Air,XX,USD,252,79130.00,4747.80,1300.00,66467.62,3988.02,1084.06,12662.38,759.78,215.94,16.00,84.00
2026-03-06,March,Q1,2026,Qantas,QF,Star Air,XX,USD,247,294015.00,17640.90,4925.00,250905.72,15054.32,4173.87,43109.28,2586.58,751.13,14.66,85.34
2026-03-06,March,Q1,2026,Emirates,EK,Star Air,XX,USD,460,130555.00,7833.30,1540.00,110599.91,6635.91,1306.95,19955.09,1197.39,233.05,15.28,84.72
2026-03-06,March,Q1,2026,Air Canada,AC,Star Air,XX,USD,246,69355.00,4161.30,1100.00,59354.23,3561.28,928.33,10000.77,600.02,171.67,14.42,85.58
