Revenue_Date,month_name,month_num,quarter_label,year,Carrier_Code,Route,Inward_Available_Flag,Ticket_Amount_AED,Tax_AED,Agent_Commission_AED,Discount_AED,Inward_Billed_Amount,Inward_Commission_Received,Revenue_Per_Ticket_AED,Ticket_Count
2024-09-24,September,9,Q3,2024,888,DXB-CCU,No,218297.0,17109.29,13097.82,3016.0,0.0,0.0,185073.89,229
2024-09-24,September,9,Q3,2024,888,DXB-CCU,Yes,74144.0,5931.61,4448.64,1053.0,24035.0,1442.1,40117.85,66
2024-09-24,September,9,Q3,2024,888,DXB-CDG,No,127629.0,13129.81,7657.74,2045.0,0.0,0.0,104796.45,56
2024-09-24,September,9,Q3,2024,888,DXB-CDG,Yes,40983.0,3278.82,2458.98,227.0,13060.0,783.6,22741.8,18
2024-09-24,September,9,Q3,2024,888,DXB-CHC,No,65115.0,9993.26,3906.9,1232.0,0.0,0.0,49982.84,74
2024-09-24,September,9,Q3,2024,888,DXB-CHC,Yes,40606.0,6496.61,2436.36,1077.0,13340.0,800.4,18056.43,44
2024-09-24,September,9,Q3,2024,888,DXB-CMB,No,23222.0,1393.22,1393.32,91.0,0.0,0.0,20344.46,24
2024-09-24,September,9,Q3,2024,888,DXB-COK,No,174811.0,18701.56,10488.66,2917.0,0.0,0.0,142703.78,228
2024-09-24,September,9,Q3,2024,888,DXB-COK,Yes,71342.0,5030.8,4280.52,675.0,22850.0,1371.0,39876.68,90
2024-09-24,September,9,Q3,2024,888,DXB-CPT,No,326857.0,32625.6,19611.42,3161.0,0.0,0.0,271458.98,161
2024-09-24,September,9,Q3,2024,888,DXB-DEL,No,71171.0,7829.01,4270.26,713.0,0.0,0.0,58358.73,84
2024-09-24,September,9,Q3,2024,888,DXB-DFW,No,180708.0,17664.62,10842.48,3674.0,0.0,0.0,148526.9,42
2024-09-24,September,9,Q3,2024,888,DXB-DFW,Yes,101709.0,11187.98,6102.54,2205.0,33800.0,2028.0,50441.48,25
2024-09-24,September,9,Q3,2024,888,DXB-DUB,No,65649.0,11817.15,3938.94,328.0,0.0,0.0,49564.909999999996,20
2024-09-24,September,9,Q3,2024,888,DXB-FRA,No,81180.0,8117.84,4870.8,875.0,0.0,0.0,67316.36,37
2024-09-24,September,9,Q3,2024,888,DXB-GVA,No,21925.0,2411.78,1315.5,394.0,0.0,0.0,17803.72,11
2024-09-24,September,9,Q3,2024,888,DXB-HAN,No,79590.0,12734.16,4775.4,1375.0,0.0,0.0,60705.44,53
2024-09-24,September,9,Q3,2024,888,DXB-HYD,No,44794.0,2239.56,2687.64,474.0,0.0,0.0,39392.8,54
2024-09-24,September,9,Q3,2024,888,DXB-IAH,No,271965.0,26430.52,16317.9,4279.0,0.0,0.0,224937.58000000002,81
2024-09-24,September,9,Q3,2024,888,DXB-IAH,Yes,187032.0,19466.23,11221.92,1988.0,59525.0,3571.5,98402.35,61
2024-09-24,September,9,Q3,2024,888,DXB-JFK,No,277356.0,26389.81,16641.36,5245.0,0.0,0.0,229079.83,71
2024-09-24,September,9,Q3,2024,888,DXB-JFK,Yes,126195.0,13881.41,7571.7,700.0,41175.0,2470.5,65337.39,36
2024-09-24,September,9,Q3,2024,888,DXB-JNB,No,31371.0,1882.35,1882.26,316.0,0.0,0.0,27290.39,30
2024-09-24,September,9,Q3,2024,888,DXB-KHI,No,48956.0,5297.26,2937.36,714.0,0.0,0.0,40007.38,57
2024-09-24,September,9,Q3,2024,888,DXB-KUL,No,20455.0,1227.22,1227.3,178.0,0.0,0.0,17822.48,21
2024-09-24,September,9,Q3,2024,888,DXB-LGW,No,29110.0,1746.64,1746.6,296.0,0.0,0.0,25320.760000000002,39
2024-09-24,September,9,Q3,2024,888,DXB-LHE,No,182681.0,17151.7,10960.86,3690.0,0.0,0.0,150878.44,207
2024-09-24,September,9,Q3,2024,888,DXB-LHE,Yes,64615.0,6120.33,3876.9,1956.0,20985.0,1259.1,32935.87,73
2024-09-24,September,9,Q3,2024,888,DXB-LHR,No,51621.0,3485.78,3097.26,1061.0,0.0,0.0,43976.96,39
2024-09-24,September,9,Q3,2024,888,DXB-LHR,Yes,108593.0,7559.13,6515.58,3145.0,34320.0,2059.2,59112.49,65
2024-09-24,September,9,Q3,2024,888,DXB-MAA,No,113556.0,12491.38,6813.36,1834.0,0.0,0.0,92417.26,134
2024-09-24,September,9,Q3,2024,888,DXB-MAA,Yes,25274.0,2780.1,1516.44,376.0,8520.0,511.2,12592.66,24
2024-09-24,September,9,Q3,2024,888,DXB-MEL,No,1155097.0,208979.83,69305.82,20936.0,0.0,0.0,855875.35,304
2024-09-24,September,9,Q3,2024,888,DXB-MEL,Yes,323278.0,66607.56,19396.68,5355.0,105690.0,6341.4,132570.16,94
2024-09-24,September,9,Q3,2024,888,DXB-MIL,No,203730.0,18548.16,12223.8,2951.0,0.0,0.0,170007.04,189
2024-09-24,September,9,Q3,2024,888,DXB-MRU,No,145113.0,11275.77,8706.78,3119.0,0.0,0.0,122011.45,81
2024-09-24,September,9,Q3,2024,888,DXB-MRU,Yes,99740.0,8976.89,5984.4,2993.0,32070.0,1924.2,51639.909999999996,46
2024-09-24,September,9,Q3,2024,888,DXB-MUC,No,19448.0,1944.48,1166.8799999999999,451.0,0.0,0.0,15885.64,26
2024-09-24,September,9,Q3,2024,888,DXB-ORD,No,519143.0,55720.14,31148.58,5441.0,0.0,0.0,426833.28,152
2024-09-24,September,9,Q3,2024,888,DXB-ORD,Yes,176993.0,20698.05,10619.58,3699.0,56770.0,3406.2,88612.56999999999,62
2024-09-24,September,9,Q3,2024,888,DXB-PEW,No,100664.0,7286.76,6039.84,1090.0,0.0,0.0,86247.4,92
2024-09-24,September,9,Q3,2024,888,DXB-SIN,No,262727.0,30503.86,15763.62,5397.0,0.0,0.0,211062.52,227
2024-09-24,September,9,Q3,2024,888,DXB-SIN,Yes,61401.0,7367.97,3684.06,981.0,19865.0,1191.9,30694.87,56
2024-09-24,September,9,Q3,2024,888,DXB-SVO,No,33590.0,3023.25,2015.4,748.0,0.0,0.0,27803.350000000002,27
2024-09-24,September,9,Q3,2024,888,DXB-SYD,No,739946.0,138370.31,44396.76,10522.0,0.0,0.0,546656.93,339
2024-09-24,September,9,Q3,2024,888,DXB-SYD,Yes,287586.0,51761.15,17255.16,3586.0,92160.0,5529.6,128353.29000000001,112
2024-09-24,September,9,Q3,2024,888,DXB-YUL,No,390551.0,38792.79,23433.06,5442.0,0.0,0.0,322883.15,456
2024-09-24,September,9,Q3,2024,888,DXB-YUL,Yes,287197.0,29117.64,17231.82,3955.0,93320.0,5599.2,149171.74,346
2024-09-24,September,9,Q3,2024,888,DXB-YYZ,No,203475.0,22381.85,12208.5,4303.0,0.0,0.0,164581.65,52
2024-09-24,September,9,Q3,2024,888,DXB-ZRH,No,195404.0,14833.8,11724.24,3351.0,0.0,0.0,165494.96,52
2024-09-24,September,9,Q3,2024,888,FRA-DXB,No,126157.43636400001,12615.14105025,7569.4461818400005,1779.637763,0.0,0.0,104193.211371,46
2024-09-24,September,9,Q3,2024,888,GVA-DXB,No,62389.136303,8056.59156093,3743.34817818,1031.887048,0.0,0.0,49557.309519,30
2024-09-24,September,9,Q3,2024,888,HAN-DXB,No,131015.294526,20962.44726657,7860.91767156,3478.95927,0.0,0.0,98712.970322,73
2024-09-24,September,9,Q3,2024,888,HAN-GVA,Yes,2133.524439,128.01146211,128.01146634,0.0,660.0,39.6,1257.101511,1
2024-09-24,September,9,Q3,2024,888,HYD-DXB,No,15790.503344,789.52691472,947.43020064,315.165232,0.0,0.0,13738.380998,20
2024-09-24,September,9,Q3,2024,888,IAH-DXB,No,186526.17454,18325.626624,11191.5704724,1088.791088,0.0,0.0,155920.186362,68
2024-09-24,September,9,Q3,2024,888,IAH-DXB,Yes,139135.481924,14350.26653984,8348.12891544,2453.3149839999996,46540.0,2792.4,70236.17149,46
2024-09-24,September,9,Q3,2024,888,JFK-DXB,No,205410.336852,18654.42032236,12324.62021112,3022.45578,0.0,0.0,171408.840538,53
2024-09-24,September,9,Q3,2024,888,JFK-DXB,Yes,111123.85666,12224.11913764,6667.4313996,4372.839532,37270.0,2236.2,52825.666589,29
2024-09-24,September,9,Q3,2024,888,JFK-MIL,Yes,23773.1171,3408.62311264,1426.3870259999999,572.675832,8175.0,490.5,10680.931134,33
2024-09-24,September,9,Q3,2024,888,JNB-DXB,No,39924.476195,5214.7264656,2395.4685716999998,399.57739,0.0,0.0,31914.703772,37
2024-09-24,September,9,Q3,2024,888,KHI-DXB,No,59714.305054,6393.8857255,3582.85830324,714.8758339999999,0.0,0.0,49022.685198,58
2024-09-24,September,9,Q3,2024,888,KUL-DXB,No,38342.76264,5291.93326788,2300.5657584,419.788488,0.0,0.0,30330.475127,39
2024-09-24,September,9,Q3,2024,888,KUL-SYD,Yes,21766.579296,3374.81854416,1305.99475776,417.44766,7365.0,441.9,9745.218337,26
2024-09-24,September,9,Q3,2024,888,LGW-DXB,No,40167.154836,5784.48944848,2410.02929016,738.27926,0.0,0.0,31234.35684,51
2024-09-24,September,9,Q3,2024,888,LHE-DXB,No,198701.110544,17964.22886848,11922.06663264,2412.492106,0.0,0.0,166402.322946,238
2024-09-24,September,9,Q3,2024,888,LHE-DXB,Yes,58330.175639,5817.10241135,3499.8105383399998,394.454184,18630.0,1117.8,31106.60851,71
2024-09-24,September,9,Q3,2024,888,LHR-DXB,No,100201.166404,6545.5362882399995,6012.06998424,1309.8503,0.0,0.0,86333.709833,57
2024-09-24,September,9,Q3,2024,888,LHR-DXB,Yes,97991.091716,7792.6566666,5879.46550296,776.383996,32470.0,1948.2,53020.785553,73
2024-09-24,September,9,Q3,2024,888,MAA-DXB,No,68560.932728,7541.6213404,4113.65596368,597.21496,0.0,0.0,56308.440467,92
2024-09-24,September,9,Q3,2024,888,MAA-DXB,Yes,16393.878312,1803.30870224,983.63269872,149.107144,5285.0,317.1,8489.929766,22
2024-09-24,September,9,Q3,2024,888,MEL-DXB,No,817099.443272,148159.81078136,49025.96659632,15428.686728,0.0,0.0,604484.979182,218
2024-09-24,September,9,Q3,2024,888,MEL-DXB,Yes,295693.961024,58580.23468528,17741.63766144,5358.22616,93290.0,5597.4,126321.262518,84
2024-09-24,September,9,Q3,2024,888,MEL-SIN,Yes,110987.89298799999,19977.99600692,6659.27357928,1019.064508,35810.0,2148.6,49670.158895,33
2024-09-24,September,9,Q3,2024,888,MIL-DXB,No,234602.857159,20503.47582267,14076.17142954,3860.5686010000004,0.0,0.0,196162.64131900002,199
2024-09-24,September,9,Q3,2024,888,MIL-JFK,Yes,24906.8942,3177.55728618,1494.413652,457.965474,7940.0,476.4,12313.357791,33
2024-09-24,September,9,Q3,2024,888,MRU-DXB,No,187494.343669,14323.22674309,11249.66062014,3566.144827,0.0,0.0,158355.311485,87
2024-09-24,September,9,Q3,2024,888,MRU-DXB,Yes,121647.497397,10948.27790225,7298.84984382,1246.453048,39000.0,2340.0,65493.916606,66
2024-09-24,September,9,Q3,2024,888,MUC-DXB,No,20326.39573,2940.25539634,1219.5837438,0.0,0.0,0.0,16166.55659,26
2024-09-24,September,9,Q3,2024,888,ORD-DXB,No,357264.878304,38447.79389356,21435.89269824,3538.571036,0.0,0.0,293842.620687,120
2024-09-24,September,9,Q3,2024,888,ORD-DXB,Yes,206866.771684,23651.12300764,12412.00630104,1905.384404,67370.0,4042.2,105570.457978,60
2024-09-24,September,9,Q3,2024,888,PEW-DXB,No,160379.852355,11436.714024339999,9622.7911413,1319.71611,0.0,0.0,138000.631082,120
2024-09-24,September,9,Q3,2024,888,SIN-DXB,No,298433.727046,34798.32892256,17906.02362276,3420.094468,0.0,0.0,242309.280051,209
2024-09-24,September,9,Q3,2024,888,SIN-DXB,Yes,92400.61675599999,11088.0159446,5544.03700536,1361.650514,28745.0,1724.7,47386.613306,77
2024-09-24,September,9,Q3,2024,888,SIN-MEL,Yes,86480.775822,36451.90685486,5188.84654932,1712.95054,27555.0,1653.3,17225.37188,17
2024-09-24,September,9,Q3,2024,888,SVO-DXB,No,25529.03948,2297.61833447,1531.7423688,601.557324,0.0,0.0,21098.121454,19
2024-09-24,September,9,Q3,2024,888,SYD-DXB,No,618159.022096,115245.72978688,37089.54132576,9474.545696,0.0,0.0,456349.205296,269
2024-09-24,September,9,Q3,2024,888,SYD-DXB,Yes,384750.684416,68879.42140268,23085.041064959998,5323.172344,121725.0,7303.5,173041.549612,155
2024-09-24,September,9,Q3,2024,888,SYD-KUL,Yes,29467.740036,6665.18265112,1768.0644021599999,180.276768,9155.0,549.3,12248.516212999999,33
2024-09-24,September,9,Q3,2024,888,YUL-DXB,No,385761.1216,37835.482829,23145.667296,5628.6074499999995,0.0,0.0,319151.364136,439
2024-09-24,September,9,Q3,2024,888,YUL-DXB,Yes,243255.6379,24455.408334,14595.338274,3380.4544499999997,76125.0,4567.5,129266.936905,286
2024-09-24,September,9,Q3,2024,888,YYZ-DXB,No,252231.8,27745.854414499998,15133.908000000001,2519.57635,0.0,0.0,206832.46125,61
2024-09-24,September,9,Q3,2024,888,ZRH-DXB,No,164808.373606,13235.55259464,9888.50241636,2028.191784,0.0,0.0,139656.126811,53
2024-09-25,September,9,Q3,2024,888,ADD-DXB,No,16276.21632,2148.0597504,976.5729792,187.6608,0.0,0.0,12963.922789,26
2024-09-25,September,9,Q3,2024,888,AKL-DXB,No,54306.285291,7603.14973923,3258.37711746,992.028294,0.0,0.0,42452.730144,27
2024-09-25,September,9,Q3,2024,888,AKL-DXB,Yes,55846.212057,9494.16735564,3350.77272342,394.32087,17750.0,1065.0,25921.951109,28
2024-09-25,September,9,Q3,2024,888,BHX-DXB,No,15653.562036000001,2306.40055736,939.2137221600001,145.445408,0.0,0.0,12262.502349,19
2024-09-25,September,9,Q3,2024,888,BKK-DXB,No,422037.033436,82933.41034106,25322.222006160002,5664.838866,0.0,0.0,308116.56223,210
2024-09-25,September,9,Q3,2024,888,BKK-DXB,Yes,187194.875777,38781.80369776,11231.69254662,1764.487877,58595.0,3515.7,80337.591661,93
2024-09-25,September,9,Q3,2024,888,BNE-DXB,No,825919.195244,156178.36954538,49555.15171464,10335.894426,0.0,0.0,609849.779571,483
2024-09-25,September,9,Q3,2024,888,BNE-DXB,Yes,331102.573178,54476.63151658,19866.15439068,3972.40584,102665.0,6159.9,156282.28144,184
2024-09-25,September,9,Q3,2024,888,BOM-DXB,No,62528.401974,6276.1744236,3751.70411844,814.788222,0.0,0.0,51685.735213,77
2024-09-25,September,9,Q3,2024,888,CCU-DXB,No,219004.541544,17527.98233256,13140.27249264,4247.071812,0.0,0.0,184089.214914,211
2024-09-25,September,9,Q3,2024,888,CCU-DXB,Yes,56121.66732,4489.7333856,3367.3000392,810.339756,17590.0,1055.4,30919.694146,60
2024-09-25,September,9,Q3,2024,888,CDG-DXB,No,151488.396963,14762.33627148,9089.303817779999,1645.134057,0.0,0.0,125991.622818,48
2024-09-25,September,9,Q3,2024,888,CDG-DXB,Yes,56742.693966,4538.92074012,3404.56163796,709.1805959999999,18270.0,1096.2,30916.230992,19
2024-09-25,September,9,Q3,2024,888,CHC-DXB,No,100593.32931,16026.4453806,6035.5997586,1681.05213,0.0,0.0,76850.232039,102
2024-09-25,September,9,Q3,2024,888,CHC-DXB,Yes,24757.124517,3961.40972121,1485.42747102,442.054449,7900.0,474.0,11442.23288,28
2024-09-25,September,9,Q3,2024,888,CMB-DXB,No,17018.00997,293.07254652,1021.0805981999999,268.716552,0.0,0.0,15435.140274,19
2024-09-25,September,9,Q3,2024,888,COK-DXB,No,242305.112178,25036.34274558,14538.30673068,3079.641558,0.0,0.0,199650.821155,285
2024-09-25,September,9,Q3,2024,888,COK-DXB,Yes,67524.972906,4980.56274516,4051.49837436,1141.728006,21165.0,1269.9,37456.083787,85
2024-09-25,September,9,Q3,2024,888,CPT-DXB,No,356082.113955,35695.55605341,21364.9268373,5951.139843,0.0,0.0,293070.491233,170
2024-09-25,September,9,Q3,2024,888,DEL-DXB,No,40772.88693,4485.02340372,2446.3732158,571.380744,0.0,0.0,33270.10957,47
2024-09-25,September,9,Q3,2024,888,DFW-DXB,No,176242.908548,16790.09205936,10574.57451288,1787.671,0.0,0.0,147090.570978,42
2024-09-25,September,9,Q3,2024,888,DFW-DXB,Yes,70848.977072,7794.13829974,4250.93862432,1072.6026,23100.0,1386.0,36017.297549,17
2024-09-25,September,9,Q3,2024,888,DUB-DXB,No,108636.57176400001,31712.61837591,6518.19430584,3719.074986,0.0,0.0,66686.684098,32
2024-09-25,September,9,Q3,2024,888,DXB-ADD,No,15102.0,906.0,906.12,160.0,0.0,0.0,13129.880000000001,19
2024-09-25,September,9,Q3,2024,888,DXB-AKL,No,43317.0,6064.33,2599.02,197.0,0.0,0.0,34456.65,22
2024-09-25,September,9,Q3,2024,888,DXB-AKL,Yes,61021.0,10373.14,3661.2599999999998,788.0,19665.0,1179.8999999999999,27713.5,31
2024-09-25,September,9,Q3,2024,888,DXB-BHX,No,16551.0,1655.06,993.0600000000001,224.0,0.0,0.0,13678.88,22
2024-09-25,September,9,Q3,2024,888,DXB-BKK,No,377912.0,75007.25,22674.72,4569.0,0.0,0.0,275661.02999999997,194
2024-09-25,September,9,Q3,2024,888,DXB-BKK,Yes,156188.0,32463.420000000002,9371.28,1577.0,50770.0,3046.2,65052.5,87
2024-09-25,September,9,Q3,2024,888,DXB-BNE,No,714156.0,134683.94,42849.36,10399.0,0.0,0.0,526223.7,413
2024-09-25,September,9,Q3,2024,888,DXB-BNE,Yes,332819.0,53494.04,19969.14,4868.0,108100.0,6486.0,152873.82,203
2024-09-25,September,9,Q3,2024,888,DXB-BOM,No,37586.0,3787.51,2255.16,316.0,0.0,0.0,31227.33,45
2024-09-25,September,9,Q3,2024,888,DXB-CCU,No,216765.0,17798.81,13005.9,4461.0,0.0,0.0,181499.29,221
2024-09-25,September,9,Q3,2024,888,DXB-CCU,Yes,52207.0,4176.53,3132.42,964.0,16980.0,1018.8,27972.85,50
2024-09-25,September,9,Q3,2024,888,DXB-CDG,No,142074.0,14898.16,8524.44,1365.0,0.0,0.0,117286.40000000001,46
2024-09-25,September,9,Q3,2024,888,DXB-CDG,Yes,56918.0,4553.31,3415.08,912.0,17795.0,1067.7,31310.31,25
2024-09-25,September,9,Q3,2024,888,DXB-CHC,No,92613.0,14039.07,5556.78,1404.0,0.0,0.0,71613.15,96
2024-09-25,September,9,Q3,2024,888,DXB-CHC,Yes,33336.0,5334.0199999999995,2000.16,438.0,10710.0,642.6,15496.42,38
2024-09-25,September,9,Q3,2024,888,DXB-CMB,No,20370.0,1222.17,1222.2,534.0,0.0,0.0,17391.63,23
2024-09-25,September,9,Q3,2024,888,DXB-COK,No,191758.0,20760.9,11505.48,2845.0,0.0,0.0,156646.62,225
2024-09-25,September,9,Q3,2024,888,DXB-COK,Yes,78067.0,5880.14,4684.02,1760.0,25110.0,1506.6,42139.44,99
2024-09-25,September,9,Q3,2024,888,DXB-CPT,No,296635.0,30055.16,17798.1,4264.0,0.0,0.0,244517.74,144
2024-09-25,September,9,Q3,2024,888,DXB-DEL,No,57235.0,6295.39,3434.1,1106.0,0.0,0.0,46399.51,71
2024-09-25,September,9,Q3,2024,888,DXB-DFW,No,195317.0,18826.87,11719.02,3585.0,0.0,0.0,161186.11,50
2024-09-25,September,9,Q3,2024,888,DXB-DFW,Yes,69834.0,7681.91,4190.04,1468.0,22575.0,1354.5,35273.55,19
2024-09-25,September,9,Q3,2024,888,DXB-DUB,No,142807.0,25705.52,8568.42,2338.0,0.0,0.0,106195.06,39
2024-09-25,September,9,Q3,2024,888,DXB-FRA,No,116389.0,11638.89,6983.34,1097.0,0.0,0.0,96669.77,45
2024-09-25,September,9,Q3,2024,888,DXB-GVA,No,27841.0,3062.62,1670.46,394.0,0.0,0.0,22713.92,14
2024-09-25,September,9,Q3,2024,888,DXB-HAN,No,66124.0,10580.23,3967.44,844.0,0.0,0.0,50732.33,47
2024-09-25,September,9,Q3,2024,888,DXB-HYD,No,37248.0,1862.41,2234.88,792.0,0.0,0.0,32358.71,47
2024-09-25,September,9,Q3,2024,888,DXB-IAH,No,200294.0,19117.45,12017.640000000001,3424.0,0.0,0.0,165734.91,70
2024-09-25,September,9,Q3,2024,888,DXB-IAH,Yes,229612.0,23671.28,13776.720000000001,2840.0,72925.0,4375.5,120774.5,71
2024-09-25,September,9,Q3,2024,888,DXB-JFK,No,224290.0,21620.41,13457.4,2796.0,0.0,0.0,186416.19,56
2024-09-25,September,9,Q3,2024,888,DXB-JFK,Yes,157833.0,17361.46,9469.98,3516.0,52475.0,3148.5,78159.06,36
2024-09-25,September,9,Q3,2024,888,DXB-JNB,No,19887.0,1193.11,1193.22,79.0,0.0,0.0,17421.67,25
2024-09-25,September,9,Q3,2024,888,DXB-KHI,No,68307.0,7363.74,4098.42,798.0,0.0,0.0,56046.84,68
2024-09-25,September,9,Q3,2024,888,DXB-KUL,No,34771.0,2086.22,2086.26,703.0,0.0,0.0,29895.52,35
2024-09-25,September,9,Q3,2024,888,DXB-LGW,No,40993.0,2459.42,2459.58,522.0,0.0,0.0,35552.0,55
2024-09-25,September,9,Q3,2024,888,DXB-LHE,No,164614.0,14889.6,9876.84,2741.0,0.0,0.0,137106.56,203
2024-09-25,September,9,Q3,2024,888,DXB-LHE,Yes,60763.0,5665.39,3645.78,713.0,19795.0,1187.7,32131.53,77
2024-09-25,September,9,Q3,2024,888,DXB-LHR,No,59470.0,3981.71,3568.2,1059.0,0.0,0.0,50861.09,45
2024-09-25,September,9,Q3,2024,888,DXB-LHR,Yes,88740.0,7467.86,5324.4,1403.0,28250.0,1695.0,47989.74,64
2024-09-25,September,9,Q3,2024,888,DXB-MAA,No,95302.0,10482.69,5718.12,1543.0,0.0,0.0,77558.19,119
2024-09-25,September,9,Q3,2024,888,DXB-MAA,Yes,13362.0,1469.77,801.72,75.0,4225.0,253.5,7044.01,15
2024-09-25,September,9,Q3,2024,888,DXB-MEL,No,1306170.0,236701.11,78370.2,17892.0,0.0,0.0,973206.6900000001,338
2024-09-25,September,9,Q3,2024,888,DXB-MEL,Yes,383421.0,78400.88,23005.260000000002,2640.0,124150.0,7449.0,162673.86000000002,99
2024-09-25,September,9,Q3,2024,888,DXB-MIL,No,261659.0,23788.44,15699.539999999999,5174.0,0.0,0.0,216997.02,185
2024-09-25,September,9,Q3,2024,888,DXB-MRU,No,122693.0,9901.11,7361.58,2283.0,0.0,0.0,103147.31,70
2024-09-25,September,9,Q3,2024,888,DXB-MRU,Yes,68694.0,6182.33,4121.64,881.0,21710.0,1302.6,37101.63,39
2024-09-25,September,9,Q3,2024,888,DXB-MUC,No,24506.0,2450.67,1470.3600000000001,673.0,0.0,0.0,19911.97,23
2024-09-25,September,9,Q3,2024,888,DXB-ORD,No,566493.0,61455.78,33989.58,14766.0,0.0,0.0,456281.64,152
2024-09-25,September,9,Q3,2024,888,DXB-ORD,Yes,282722.0,32414.36,16963.32,6705.0,89635.0,5378.1,142382.42,78
2024-09-25,September,9,Q3,2024,888,DXB-PEW,No,113752.0,7733.2699999999995,6825.12,1531.0,0.0,0.0,97662.61,86
2024-09-25,September,9,Q3,2024,888,DXB-SIN,No,257593.0,29764.39,15455.58,4612.0,0.0,0.0,207761.03,230
2024-09-25,September,9,Q3,2024,888,DXB-SIN,Yes,64764.0,7771.97,3885.84,1425.0,21195.0,1271.7,31757.89,55
2024-09-25,September,9,Q3,2024,888,DXB-SVO,No,30237.0,2721.33,1814.22,371.0,0.0,0.0,25330.45,22
2024-09-25,September,9,Q3,2024,888,DXB-SYD,No,753633.0,140747.78,45217.979999999996,9915.0,0.0,0.0,557752.24,342
2024-09-25,September,9,Q3,2024,888,DXB-SYD,Yes,188404.0,33863.42,11304.24,1901.0,60405.0,3624.3,84554.64,89
2024-09-25,September,9,Q3,2024,888,DXB-YUL,No,386747.0,38431.12,23204.82,5722.0,0.0,0.0,319389.06,470
2024-09-25,September,9,Q3,2024,888,DXB-YUL,Yes,337718.0,34341.94,20263.08,4927.0,108300.0,6498.0,176383.98,376
2024-09-25,September,9,Q3,2024,888,DXB-YYZ,No,149378.0,16431.63,8962.68,2087.0,0.0,0.0,121896.69,43
2024-09-25,September,9,Q3,2024,888,DXB-ZRH,No,118228.0,9270.04,7093.68,1443.0,0.0,0.0,100421.28,49
2024-09-25,September,9,Q3,2024,888,FRA-DXB,No,104521.67505,10451.50780212,6271.300503,1608.02577,0.0,0.0,86190.840982,46
2024-09-25,September,9,Q3,2024,888,GVA-DXB,No,33855.918624,4722.51013344,2031.35511744,789.518664,0.0,0.0,26312.534711,17
2024-09-25,September,9,Q3,2024,888,HAN-DXB,No,57919.014006,9267.04230212,3475.14084036,672.9623839999999,0.0,0.0,44503.868484,43
2024-09-25,September,9,Q3,2024,888,HYD-DXB,No,15443.231658,772.16203224,926.59389948,405.619218,0.0,0.0,13338.85651,19
2024-09-25,September,9,Q3,2024,888,IAH-DXB,No,253445.268354,26319.20081802,15206.716101240001,3056.91741,0.0,0.0,208862.434031,77
2024-09-25,September,9,Q3,2024,888,IAH-DXB,Yes,196404.262086,20325.17570844,11784.255725160001,3861.3693599999997,64620.0,3877.2,99690.661295,66
2024-09-25,September,9,Q3,2024,888,JFK-DXB,No,279302.141698,25713.57363664,16758.12850188,6138.862214,0.0,0.0,230691.577347,73
2024-09-25,September,9,Q3,2024,888,JFK-DXB,Yes,126052.257552,13866.17737176,7563.1354531199995,1358.62996,41560.0,2493.6,64197.914773,37
2024-09-25,September,9,Q3,2024,888,JFK-MIL,Yes,26167.928098,3430.57640242,1570.07568588,214.52051999999998,8640.0,518.4,12831.15549,36
2024-09-25,September,9,Q3,2024,888,JNB-DXB,No,32347.314312,4824.62641062,1940.83885872,727.605588,0.0,0.0,24854.243459,35
2024-09-25,September,9,Q3,2024,888,KHI-DXB,No,49768.124256,5285.4454062,2986.08745536,1109.028492,0.0,0.0,40387.562903,58
2024-09-25,September,9,Q3,2024,888,KUL-DXB,No,21444.794592,2958.2374068,1286.68767552,366.877368,0.0,0.0,16832.992143,21
2024-09-25,September,9,Q3,2024,888,KUL-SYD,Yes,38747.039136,6008.00601336,2324.82234816,457.52772,11795.0,707.7,18869.383055,40
2024-09-25,September,9,Q3,2024,888,LGW-DXB,No,31375.301607,3954.7515469,1882.5180964200001,581.781632,0.0,0.0,24956.250336999998,44
2024-09-25,September,9,Q3,2024,888,LHE-DXB,No,173550.136752,15761.6048574,10413.00820512,2059.063776,0.0,0.0,145316.459921,214
2024-09-25,September,9,Q3,2024,888,LHE-DXB,Yes,56970.659268,5769.99577044,3418.23955608,1033.759728,18480.0,1108.8,29377.464214,69
2024-09-25,September,9,Q3,2024,888,LHR-DXB,No,72813.60738,5590.28515986,4368.8164428,1131.747081,0.0,0.0,61722.758695,53
2024-09-25,September,9,Q3,2024,888,LHR-DXB,Yes,97430.24268400001,7567.61548162,5845.81456104,1740.7997269999998,32835.0,1970.1,51411.112917,76
2024-09-25,September,9,Q3,2024,888,MAA-DXB,No,77768.801556,8554.46706966,4666.12809336,1443.999024,0.0,0.0,63104.207376,93
2024-09-25,September,9,Q3,2024,888,MAA-DXB,Yes,17652.861108,1941.79854564,1059.1716664799999,308.112438,5640.0,338.4,9042.178459,23
2024-09-25,September,9,Q3,2024,888,MEL-DXB,No,867912.108518,157849.32641218,52074.72651108,12963.793674,0.0,0.0,645024.261931,229
2024-09-25,September,9,Q3,2024,888,MEL-DXB,Yes,299903.90885,59094.60423386,17994.234531000002,5095.374414,90640.0,5438.4,132518.09568,88
2024-09-25,September,9,Q3,2024,888,MEL-SIN,Yes,113733.034896,20472.20092268,6823.98209376,1359.7850760000001,34675.0,2080.5,52482.566807,29
